GS,G,MP,FG,FGA,Two_Pt,Two_PtA,Three_Pt,Three_PtA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Field_Goal_Pct,Two_Pt_Pct,Three_Pt_Pct,effective_Fg_PCt,FT_PCt,TS_PCt,PER,Three_Pt_Att,FTr,Off_Rbd_Pct,Def_Rbd_Pct,Total_Rbd_Pct,Assist_Pct,Steal_Pct,Block_Pct,Turnover_Pct,Usage_Pct,ORtg,DRtg,OWS,DWS,WS,WS_Per_forty_eight,OBPM,DBPM,BPM,VORP,Rising_Star
-0.697077088,-0.978654403,-1.190264918,-0.775571705,-0.800395033,-0.590436058,-0.658349313,-0.757659978,-0.74144651,-0.172415681,-0.223365272,-0.595722549,-1.155651937,-1.031620164,-0.764834126,-1.375545442,-0.858036311,-0.937215397,-1.45015765,-0.675919455,-0.091467974,-0.013201866,-1.230966709,-0.355686428,-0.015419819,-0.005681894,0.012816811,-0.633031809,0.750841735,0.152613889,-1.339128732,-0.818063212,-0.709910597,-1.318271434,-0.899715399,-0.711581155,0.752600038,0.133079142,1.638331545,-0.535543172,-0.870583335,-0.682205354,-0.111994848,0.148378294,-1.426277965,-0.276714489,-0.411667753,0
-0.518476837,1.106264577,0.967518657,0.917508002,0.922840828,1.013609641,1.126300997,-0.077516367,-0.060427,1.56194324,1.666554251,0.140388903,0.018692566,-0.00076527,0.552710979,0.628820773,-0.434276208,0.934419986,0.799463115,1.034689255,0.060931958,-0.157559958,0.210188544,-0.071189583,-0.083068058,0.143279561,0.272252911,-0.378884721,0.436683624,0.076488861,-0.566211682,-0.458821994,0.312687206,-0.130144134,-0.5005123,-0.140636983,0.670035168,0.008760218,0.573641113,0.639670566,-0.301844042,0.322792339,0.007701021,0.187910312,-0.294487797,0.061501823,0.08981363,0
-0.697077088,-0.778181424,-0.703023466,-0.641907518,-0.566375348,-0.900896515,-1.004624746,0.330569799,0.515820278,-0.658036179,-0.723638087,-0.595722549,-0.51510039,-0.555840982,-0.600140988,-1.152838084,-0.64615626,-1.054192608,-1.112714535,-0.562954729,-0.54866777,0.925125734,-0.117346741,-6.54E-05,0.255173136,-0.080162621,-0.279048801,1.908439071,-0.645416536,-0.410711317,-0.238307479,-0.344517971,-0.563825196,-1.038712069,-0.5892241,-1.235917639,-0.717054647,0.215958425,1.212455372,-0.488534623,-0.870583335,-0.617366794,-0.111994848,0.095668937,-0.860382881,-0.149883372,-0.411667753,0
-0.697077088,-1.018748999,-0.842235309,-0.641907518,-0.736571483,-0.538692648,-0.711622456,-0.621631256,-0.531902045,-0.172415681,-0.223365272,-0.227666823,-0.675238277,-0.555840982,-0.43544785,-0.930130727,-0.222396157,-0.35232934,-0.775271421,-0.546816911,0.365731822,0.925125734,-0.641403196,0.284431474,0.525766092,0.590163924,0.131725023,0.002335911,0.541402995,0.167838894,-0.273440073,-0.066922484,0.059472512,-0.619373022,0.253537998,0.348743735,-0.271204349,0.257398066,0.999517286,-0.488534623,-0.789334865,-0.649786074,0.007701021,-0.009749778,-0.32985624,-0.075898554,-0.411667753,0
-0.518476837,0.023710492,0.281403142,0.115522878,0.114409189,-0.073001961,0.087474698,0.466598521,0.044345233,0.451953531,0.443665148,-0.104981581,-0.301583208,-0.238654861,0.77230183,0.851528131,-0.010516105,0.700465563,0.574501038,0.26007399,-0.015268008,0.05897718,0.996273227,0.07105884,0.255173136,0.292241015,0.066865998,0.341198695,0.15743197,-0.365036301,-0.695031191,-0.720088334,0.585379954,0.638644118,-0.278732801,1.047859047,-0.139100558,0.133079142,-0.065173146,-0.300500425,0.429392192,-0.001400465,0.12739689,0.02978224,0.801933929,0.156625161,-0.053466765,0
-0.697077088,-1.379600361,-1.54823823,-1.176564268,-1.183336336,-1.056126744,-1.004624746,-0.8936887,-1.003377091,-0.658036179,-0.779223956,-0.841093033,-1.315789824,-1.229861489,-0.819731839,-1.375545442,-0.858036311,-1.288147031,-1.675119727,-1.095502724,-1.539267327,-1.81767802,-0.182853798,-1.778170654,1.608137915,-0.89945062,-0.516865226,-1.395473074,0.611215908,0.289638939,-1.877828494,-1.111987844,-0.349566609,-1.318271434,-0.899715399,-1.80686181,-0.684028699,0.257398066,0.999517286,-0.582551722,-0.870583335,-0.714624635,-0.111994848,-0.16787785,-1.284804194,-0.488099684,-0.411667753,0
0.687074856,0.945886194,0.490220908,0.249187065,0.348428874,0.599662364,0.886571851,-0.8936887,-0.950990975,0.590702244,0.721594489,1.735297048,1.513312843,1.704110131,-0.270754712,-0.262008656,2.320164461,0.934419986,1.586830382,0.227798354,0.441931788,0.05897718,0.013667373,0.07105884,-0.218364536,0.068798833,0.023626648,-1.353115226,0.26215134,0.86818915,1.096731061,1.108776045,-0.505391036,-0.549483181,1.451147294,0.768212922,0.092081078,0.05019986,-0.703987405,-0.018449127,0.835634544,0.3876309,0.187244824,-0.207409868,0.30677573,-0.044190774,-0.340027556,0
-0.66731038,-0.885100346,0.778588298,0.605624898,0.561174042,0.496175545,0.327203844,0.466598521,0.672978627,-0.033666967,-0.056607667,1.121870838,0.285589044,0.593958707,-0.490345563,-0.262008656,0.201363946,-0.586283763,0.686982076,0.50214126,0.289531856,0.275514319,0.406709715,0.355555685,0.255173136,0.292241015,-0.008802864,0.383556543,0.122525513,0.518014022,0.066174995,0.357635318,-0.58330325,-0.339813658,0.342249797,-0.385327343,-0.485873011,0.464596272,0.999517286,-0.394517524,-0.708086394,-0.552528233,0.12739689,0.056136919,-0.400593125,-0.160452632,-0.411667753,0
-0.697077088,-1.259316573,-0.921784934,-0.775571705,-0.630198899,-0.590436058,-0.312073879,-0.8936887,-1.003377091,-0.588661822,-0.167779404,1.85798229,-0.728617573,0.07853126,-0.764834126,-1.152838084,0.413243997,-1.288147031,-0.21286623,-0.772746363,-0.9296676,-1.240245651,-0.182853798,-1.209176964,-2.924294093,-1.42081571,0.164154536,-1.395473074,0.401777168,3.365090063,-0.179753157,1.778271041,-0.914430157,-0.829042546,1.761638593,-1.80686181,-0.006996766,-0.198437988,-0.703987405,-0.582551722,-0.789334865,-0.682205354,-0.052146913,0.095668937,-0.754277553,-0.107606333,-0.411667753,0
-0.324993232,0.852332138,0.549883126,0.160077607,0.390977908,-0.124745371,0.034201554,0.602627243,0.934909207,1.076322742,0.999523831,-0.473037307,-0.354962503,-0.357599656,1.101688106,0.183406059,-0.010516105,0.934419986,-0.21286623,0.437589988,-0.396267838,-0.446276143,0.07917443,-0.213438005,0.322821375,0.068798833,0.672216897,0.510630087,0.436683624,-0.456386334,-0.50765736,-0.589455164,1.169721556,0.079525389,-0.101309201,0.208920673,1.066346544,0.215958425,-0.278111232,0.21659362,0.266895251,-0.001400465,0.366788628,0.649117189,-0.08227714,0.452564434,0.233094025,0
-0.652427026,-0.778181424,-0.832291606,-0.50824333,-0.523826315,-0.435205829,-0.445256738,-0.349573812,-0.479515929,-0.658036179,-0.723638087,-0.473037307,-0.354962503,-0.397247921,-0.764834126,-0.70742337,0.413243997,-0.703260974,0.46202,-0.546816911,0.365731822,-0.013201866,0.144681487,-6.54E-05,-0.286012775,-0.154643348,-0.116901239,-0.294169025,-0.645416536,-0.075761195,0.64000735,0.439281049,-0.865735024,-0.060254293,0.963232395,0.06909761,0.207671896,-0.322756912,-0.703987405,-0.582551722,-0.545589453,-0.584947513,-0.171842782,-0.339183261,0.30677573,-0.255575969,-0.411667753,0
-0.607776963,0.103899683,-0.354993857,-0.419133872,-0.438728248,-0.383462419,-0.498529882,-0.077516367,-0.165199232,-0.519287465,-0.556880482,0.263074145,-0.088066025,0.038882995,-0.709936413,-0.039301298,-0.434276208,-0.469306551,0.237057923,-0.466127821,0.59433172,2.368706657,0.210188544,0.924549375,-0.353661014,0.813606105,-0.224999614,1.145997807,-0.435977795,0.396213978,0.101307588,0.357635318,-0.943647237,0.009635548,-0.234376901,-0.000813921,-0.634489777,0.423156631,0.999517286,-0.018449127,-0.139347101,-0.033819746,0.12739689,-0.128345832,-0.188382469,-0.171021891,-0.411667753,0
-0.697077088,-1.038796296,-1.369251574,-1.04290008,-1.098238268,-0.900896515,-0.898078459,-0.757659978,-0.950990975,-0.727410536,-0.668052219,-0.473037307,-0.728617573,-0.754082308,-0.819731839,-1.152838084,-0.434276208,-1.054192608,-1.337676612,-0.998675816,0.137131924,-0.229739004,1.127287341,-0.213438005,-0.624253969,-0.154643348,-0.268238964,-0.844821049,0.611215908,1.218364278,1.108441925,1.223080069,-0.846256971,-0.759152705,0.963232395,-0.11733314,-0.502385985,0.05019986,0.14776494,-0.582551722,-0.789334865,-0.682205354,-0.052146913,-0.260119225,-0.612803782,-0.361268567,-0.411667753,0
-0.444060066,0.384561853,0.758700892,0.427405982,0.433526941,0.133971677,0.087474698,1.010713409,0.830136975,-0.103041324,-0.223365272,-0.718407791,-0.088066025,-0.238654861,-0.270754712,0.406113416,-0.222396157,-0.35232934,0.799463115,0.437589988,0.060931958,0.05897718,0.668737943,0.284431474,0.728710809,0.292241015,-0.116901239,0.976566415,-0.540697166,-0.760886446,-0.695031191,-0.850721504,-0.485912983,-0.269923817,-0.190021001,-0.80479653,-0.551924907,0.340277348,-0.065173146,0.874713314,0.10439831,0.679404424,0.12739689,0.04295958,0.483617944,0.061501823,-0.053466765,0
0.374524417,-0.457424658,1.245942344,0.917508002,1.050487928,1.16883987,1.552486146,-0.485602534,-0.531902045,1.631317597,1.610968383,-0.350352065,-0.088066025,-0.199006596,1.266381244,0.183406059,-0.64615626,1.402328831,0.012095847,1.002413619,-0.16766794,-0.446276143,0.210188544,-0.355686428,0.187524898,-0.080162621,0.012816811,-1.05661029,0.331964254,-0.654311407,-0.858983292,-0.899708943,0.711987301,-0.47959334,-0.811003599,-0.105681218,0.521418402,-0.115558706,0.7865792,-0.347508974,-0.708086394,-0.487689672,-0.231690717,0.02978224,-0.71890911,-0.171021891,-0.554948149,0
-0.607776963,0.184088875,0.440502392,0.338296523,0.369703391,0.289201906,0.380476987,0.194541077,0.149117465,1.006948385,0.943937963,-0.473037307,0.072071861,-0.0800618,0.113529277,-0.484716013,-0.434276208,0.817442774,0.124576885,0.534416896,0.21333189,0.708588596,0.406709715,0.497804108,0.255173136,0.664644651,0.131725023,0.722419327,0.366870711,-0.639086401,-0.449103038,-0.622113457,0.108167646,-0.689262863,-0.323088701,0.034141845,0.273723792,0.38171699,1.638331545,-0.347508974,-0.464340983,-0.422851111,0.067548955,0.293329027,-0.577435339,0.093209602,-0.340027556,0
0.300107646,0.157359144,1.057011985,0.338296523,0.497350492,0.340945316,0.540296418,0.058512355,0.149117465,0.937574028,0.888352094,0.876500354,0.552485522,0.712903503,0.058631564,1.519650202,-0.222396157,0.817442774,0.799463115,0.486003442,0.21333189,-0.085380912,2.961484936,0.213307262,0.187524898,0.217760288,0.31549226,-0.336526873,0.576309452,0.441888994,-0.203174886,-0.083251631,-0.300871475,0.359084754,-0.367444601,-0.024117765,0.092081078,0.215958425,0.360703027,-0.018449127,0.10439831,0.063438096,0.187244824,0.385570402,-0.08227714,0.315164057,-0.19674716,0
2.87492793,1.627494322,1.832620828,2.967025544,2.688625722,3.704266942,3.763321605,-0.757659978,-0.846218742,3.296302161,3.278544433,2.348723257,1.940347208,2.219537578,0.497813266,0.628820773,3.167684667,2.455123734,2.036754535,2.858262692,0.822931618,0.419872411,0.734245,0.426679896,0.187524898,0.664644651,1.018131697,-1.310757378,0.611215908,0.502789017,0.335524876,0.586243365,-0.047656781,-0.47959334,0.785808796,-0.350371577,1.825943347,0.464596272,-0.278111232,3.27214934,1.241876897,2.754238372,0.606180366,0.438279759,-0.259119354,0.294025537,1.30769699,1
-0.697077088,-0.978654403,-1.25987084,-0.909235893,-1.076963752,-0.745666286,-0.871441887,-0.8936887,-1.003377091,-0.519287465,-0.556880482,-0.350352065,-0.621858981,-0.595489247,-0.764834126,-0.70742337,-0.222396157,-1.054192608,-1.112714535,-0.853435453,1.35633138,0.925125734,-0.182853798,0.924549375,0.796359048,1.186009741,0.845174297,-1.395473074,2.356538748,1.157464256,0.93277896,0.945484583,-0.631998383,0.219305071,0.741452896,-0.292111968,-1.047314127,1.666345869,-0.278111232,-0.488534623,-0.789334865,-0.584947513,1.084963841,0.22744233,0.660460158,0.410287395,-0.340027556,0
-0.697077088,-1.058843594,-1.080884184,-0.820126435,-0.82166955,-0.693922877,-0.684985884,-0.757659978,-0.74144651,-0.866159249,-0.890395692,-0.718407791,-0.888755459,-0.873027103,-0.545243275,-1.152838084,-0.64615626,-1.054192608,-0.887752459,-0.869573271,-0.472467804,-0.301918051,-1.230966709,-0.640183273,-2.924294093,-0.89945062,-0.797921,-0.505958265,-0.81994882,-0.319361284,-0.671609462,-0.573126018,-0.106090942,-0.968822228,-0.5005123,-0.874708061,-0.667515725,-0.488515477,0.360703027,-0.629560271,-0.789334865,-0.714624635,-0.41123452,-0.589552708,-0.435961568,-0.572653762,-0.483307951,0
-0.697077088,-1.419694956,-1.279758246,-1.132009539,-1.034414718,-1.159613564,-1.21771732,-0.485602534,-0.217585348,-0.935533606,-1.001567429,-1.086463517,-1.048893346,-1.110916694,-0.764834126,-1.375545442,-0.858036311,-0.937215397,-1.000233497,-1.095502724,-2.148867055,-0.013201866,-1.034445538,-1.778170654,-0.083068058,-2.091142254,-1.976193286,2.840311727,-1.134106931,-0.974036523,-0.624766004,-0.883379797,-0.690432543,-1.318271434,-0.899715399,-0.140636983,-0.799619517,-2.187540769,0.573641113,-0.629560271,-0.870583335,-0.747043915,-1.48849734,-1.024404906,-1.390909522,-1.206809346,-0.483307951,0
2.267687077,1.483153778,1.524366031,1.764047856,1.433429231,2.358938292,2.245037013,-0.8936887,-0.950990975,1.215071456,3.000615091,5.538539548,4.502553396,5.034564404,0.717404117,1.965064917,3.167684667,1.753260466,2.036754535,1.389721252,1.280131414,0.925125734,1.127287341,0.853425164,-1.030143403,0.515683196,1.039751372,-1.353115226,0.785748192,1.812139495,2.384926144,2.496753476,0.059472512,0.428974595,1.805994493,0.045793766,0.703061116,0.630354837,-1.342801664,2.425995448,3.760579481,2.62456125,0.6660283,0.42510242,0.554354829,0.484272213,2.024098966,1
