GS,G,MP,FG,FGA,Two_Pt,Two_PtA,Three_Pt,Three_PtA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Field_Goal_Pct,Two_Pt_Pct,Three_Pt_Pct,effective_Fg_PCt,FT_PCt,TS_PCt,PER,Three_Pt_Att,FTr,Off_Rbd_Pct,Def_Rbd_Pct,Total_Rbd_Pct,Assist_Pct,Steal_Pct,Block_Pct,Turnover_Pct,Usage_Pct,ORtg,DRtg,OWS,DWS,WS,WS_Per_forty_eight,OBPM,DBPM,BPM,VORP,Rising_Star
-0.116626273,0.665224024,-0.563811622,-0.463688601,-0.587649865,-0.22823219,-0.445256738,-0.757659978,-0.636674278,-0.588661822,-0.501294614,0.385759387,-0.088066025,0.07853126,-0.43544785,-0.70742337,-0.222396157,-0.35232934,0.237057923,-0.530679093,0.518131754,0.780767642,-1.230966709,0.213307262,-1.300736359,0.068798833,-0.149330751,-0.590673961,-0.226539055,0.548464033,0.464344384,0.667889096,-0.369044662,-0.47959334,-0.012597402,0.045793766,-0.750080595,0.05019986,0.7865792,-0.394517524,-0.545589453,-0.455270391,-0.111994848,-0.260119225,-0.400593125,-0.287283749,-0.698228544,0
-0.697077088,-1.118985488,-0.772629388,-0.419133872,-0.374904697,-0.383462419,-0.338710451,-0.213545089,-0.322357581,-0.241790038,-0.334537009,-0.841093033,-0.781996868,-0.833378838,-0.380550137,-0.484716013,-0.858036311,-0.35232934,-1.45015765,-0.369300913,-0.243867906,0.492051457,0.144681487,-0.213438005,0.458117853,-0.080162621,0.131725023,-0.124737633,-0.226539055,-0.639086401,-0.61305514,-0.720088334,0.322426233,1.267652688,-0.899715399,2.073228171,0.950755726,-0.156998347,-0.278111232,-0.535543172,-0.789334865,-0.649786074,-0.052146913,0.082491598,-0.400593125,-0.086467813,-0.411667753,0
-0.205926398,-1.018748999,0.152135002,-0.374579143,-0.311081147,-0.590436058,-0.525166454,0.330569799,0.201503581,-0.380538751,-0.167779404,-0.350352065,0.232209748,0.038882995,-0.325652424,0.183406059,-0.64615626,-0.35232934,-0.550309344,-0.320887459,-0.320067872,-0.518455189,0.341202658,-0.071189583,-1.638977553,-0.154643348,-0.397957013,0.552987935,-0.086913227,-0.502061351,0.05446413,-0.230213947,-0.58330325,-0.060254293,-0.63358,-0.373675421,-0.948236283,-0.281317271,-0.065173146,-0.582551722,-0.708086394,-0.649786074,-0.291538651,-0.16787785,-0.046908698,-0.118175593,-0.411667753,0
0.687074856,1.066169982,0.957574954,0.694734357,0.688821143,0.030484858,0.007564982,1.962914464,1.615928718,-0.380538751,-0.445708746,-0.841093033,0.125451157,-0.15935833,0.223324703,-0.262008656,-0.858036311,-0.118374917,0.237057923,0.679657259,0.060931958,-0.085380912,0.668737943,0.497804108,0.864007287,0.441202469,-0.138520914,0.891850719,-0.610510079,-0.837011473,-0.659898597,-0.850721504,-0.193742182,-0.619373022,-0.855359499,-0.664973467,-0.320743271,0.298837707,0.7865792,0.592662016,0.185646781,0.517308022,0.007701021,0.122023616,-0.259119354,0.019224784,-0.053466765,0
1.520542694,1.680953783,1.345379375,2.12048569,2.178037319,1.013609641,1.073027854,3.731287851,3.135126086,0.521327887,0.332493411,0.508444629,0.659244113,0.673255238,0.442915553,1.074235488,-0.010516105,0.817442774,0.911944153,2.115923063,0.060931958,-0.085380912,0.668737943,0.426679896,0.864007287,0.441202469,0.456020148,0.680061479,-0.645416536,-0.349811295,-0.144620564,-0.377176263,-0.086612888,0.14941523,-0.411800501,-0.490194639,0.868190856,0.298837707,0.7865792,1.438815908,0.429392192,1.198112911,0.187244824,0.62276251,-0.223750911,0.368010356,1.522617583,0
-0.324993232,-0.363870601,0.410671283,0.471960711,0.582448559,0.754892593,0.993118139,-0.621631256,-0.584288161,0.03570739,-0.056607667,0.753815112,0.605864817,0.673255238,-0.43544785,-0.70742337,0.8370041,-0.001397706,0.46202,0.276211808,-0.16766794,-0.446276143,-0.182853798,-0.426810639,0.390469614,-0.452566257,-0.030422539,-1.014252442,0.611215908,0.335313955,0.93277896,0.91282629,-0.602781303,0.009635548,0.253537998,0.407003344,0.438853532,-0.488515477,-0.065173146,-0.676568821,-0.383092512,-0.649786074,-0.41123452,-0.16787785,-0.223750911,-0.340130047,-0.483307951,0
-0.027326147,1.026075386,0.907856438,0.427405982,0.369703391,0.444432135,0.353840416,0.058512355,0.149117465,0.451953531,0.443665148,-0.595722549,-0.141445321,-0.278303126,0.607608691,2.187772274,-0.64615626,-0.001397706,0.237057923,0.437589988,0.137131924,0.203335272,-0.117346741,0.07105884,0.05222842,0.217760288,0.056056161,-0.209453329,-0.052006771,-0.715211429,-0.835561563,-0.916038089,0.059472512,0.638644118,-0.7666477,-0.606713858,-0.634489777,0.257398066,0.360703027,0.451636368,-0.139347101,0.290373059,0.007701021,0.056136919,0.059196631,0.103778862,0.08981363,0
-0.697077088,-0.697992232,-1.10077159,-0.775571705,-0.736571483,-0.797409696,-0.711622456,-0.349573812,-0.479515929,-0.658036179,-0.723638087,-0.841093033,-1.048893346,-1.110916694,-0.655038701,-0.484716013,-0.64615626,-0.703260974,-1.112714535,-0.740470727,-0.243867906,-0.229739004,0.406709715,0.07105884,1.608137915,-0.005681894,-0.041232376,0.722419327,-0.505790709,-0.380261306,-0.90582675,-0.785404919,0.176340833,0.7784238,-0.5005123,0.581782172,0.323262714,-0.115558706,0.7865792,-0.535543172,-0.708086394,-0.617366794,0.067548955,-0.181055189,0.342144173,-0.012482995,-0.411667753,0
-0.317551555,-0.517566551,0.022866861,-0.240914956,-0.247257596,-0.2799756,-0.391983595,-0.077516367,0.096731349,-0.727410536,-0.779223956,-0.718407791,-0.675238277,-0.714434042,-0.325652424,0.406113416,-0.222396157,-0.703260974,0.012095847,-0.337025277,0.289531856,0.925125734,-0.117346741,0.426679896,0.322821375,0.143279561,-0.408766851,0.552987935,-0.854855277,-0.684761418,-1.09320058,-1.063000405,-0.076873861,0.219305071,-0.234376901,-0.362023499,-1.014288179,0.05019986,0.999517286,-0.441526073,-0.464340983,-0.487689672,-0.171842782,-0.207409868,0.200670402,-0.075898554,-0.411667753,0
0.538241314,0.825602407,1.633746766,2.298704606,2.454606037,1.738017376,1.978671295,2.507029352,2.087403763,0.660076601,0.554836884,-0.350352065,0.125451157,-0.040413535,1.431074382,1.296942845,-0.222396157,1.636283254,0.686982076,2.132060881,-0.015268008,-0.301918051,0.603230886,0.142183051,0.458117853,0.068798833,0.477639823,0.510630087,-0.435977795,-0.699986423,-0.80042897,-0.899708943,0.770421461,0.289194913,-0.63358,-0.012465843,1.198450335,0.091639501,-0.065173146,1.485824458,0.510640663,1.230532191,0.12739689,0.464634438,0.236038845,0.283456278,1.236056792,0
-0.652427026,-0.858370615,-0.07657017,-0.330024414,-0.35363018,-0.693922877,-0.525166454,0.602627243,0.096731349,-0.311164395,-0.334537009,-0.350352065,-0.461721095,-0.476544452,-0.215856999,0.183406059,-0.010516105,-0.35232934,0.124576885,-0.224060551,-0.091467974,-1.023708512,1.389315569,0.426679896,0.322821375,0.515683196,-0.138520914,0.468272239,-0.261445511,-0.47161134,-0.706742055,-0.720088334,-0.252176342,0.009635548,-0.012597402,-0.187244671,-0.799619517,0.298837707,0.573641113,-0.441526073,-0.708086394,-0.552528233,0.007701021,-0.049281796,0.129933516,0.040363304,-0.340027556,0
-0.637543671,-0.577708445,-0.762685684,-0.820126435,-0.82166955,-0.642179467,-0.631712741,-0.8936887,-0.846218742,-0.658036179,-0.612466351,0.140388903,0.125451157,0.157827791,-0.325652424,-0.70742337,-0.222396157,0.349533929,0.686982076,-0.837297635,1.127731482,0.852946688,-1.230966709,0.711176742,-0.624253969,0.515683196,-0.614153763,-0.844821049,0.122525513,0.578914044,1.354370078,1.337384092,0.030255432,-0.200033975,0.031758498,2.900514623,0.026029182,-0.488515477,0.360703027,-0.676568821,-0.626837924,-0.714624635,-0.41123452,-0.668616744,0.377512616,-0.435253385,-0.554948149,0
0.821025045,0.745413215,0.828306813,0.382851253,0.688821143,-0.021258552,0.167384413,1.010713409,1.249225904,0.24383046,0.221321674,-0.350352065,0.338968339,0.157827791,-0.106061574,1.074235488,0.201363946,0.700465563,0.686982076,0.469865624,-0.54866777,-0.518455189,0.013667373,-0.284562217,0.255173136,-0.229124075,-0.462816038,0.510630087,-0.331258425,-0.60863639,-0.390548716,-0.556796872,-0.55408617,0.009635548,-0.234376901,-0.222200436,-0.155613532,-0.447075836,0.999517286,-1.146654316,-0.220595571,-0.844301757,-0.530930389,-0.260119225,-0.400593125,-0.297853008,-1.056429532,0
-0.630101994,-0.858370615,-1.25987084,-0.953790622,-0.8854931,-0.797409696,-0.711622456,-0.757659978,-0.846218742,-0.658036179,-0.779223956,-0.718407791,-0.621858981,-0.674785777,-0.764834126,-1.152838084,-0.434276208,-1.054192608,-0.662790382,-0.917986726,-0.9296676,-1.168066605,-0.182853798,-1.138052752,0.796359048,-1.048412074,-0.700632463,-0.844821049,0.122525513,0.624589061,0.93277896,0.553585073,-0.485912983,-0.200033975,0.031758498,0.010838001,0.075568104,-0.820032607,-0.491049319,-0.629560271,-0.789334865,-0.714624635,-0.471082455,-0.721326101,-0.365224682,-0.64663858,-0.483307951,0
-0.652427026,0.384561853,0.191909814,-0.01814131,0.050585639,-0.693922877,-0.684985884,1.69085702,1.458770369,-0.449913108,-0.501294614,-0.104981581,-0.194824617,-0.15935833,-0.325652424,-0.039301298,-0.222396157,-0.586283763,-0.21286623,0.082557992,-0.243867906,-0.229739004,0.472216772,0.426679896,-0.015419819,0.366721742,-0.116901239,1.611934135,-0.645416536,-0.319361284,-0.531079089,-0.507809433,-0.61252033,-0.339813658,-0.278732801,-0.909663826,-0.634489777,0.340277348,0.573641113,-0.065457677,-0.301844042,-0.131077587,0.067548955,0.22744233,-0.294487797,0.124917381,-0.053466765,0
-0.473826775,-0.069843565,0.490220908,0.293741794,0.476075975,-0.073001961,0.114111269,1.010713409,0.882523091,-0.588661822,-0.668052219,-0.227666823,-0.248203912,-0.199006596,1.540869807,0.851528131,-0.010516105,0.349533929,0.124576885,0.195522718,-0.320067872,-0.229739004,0.406709715,-0.071189583,0.187524898,-0.229124075,0.077675836,0.510630087,-0.81994882,-0.486836345,-0.566211682,-0.703759188,1.578760677,0.498864436,-0.278732801,-0.175592749,0.174645948,-0.074119064,0.14776494,-0.300500425,-0.220595571,-0.260754709,0.067548955,0.148378294,0.165301959,0.103778862,-0.268387358,0
-0.697077088,-0.81827602,-0.474318294,-0.50824333,-0.481277281,-0.849153106,-0.844805315,0.602627243,0.411048046,-0.658036179,-0.723638087,-0.841093033,-0.568479686,-0.674785777,-0.545243275,-0.70742337,-0.64615626,-0.937215397,-0.325347268,-0.417714367,-0.243867906,-0.446276143,0.537723829,0.426679896,0.864007287,0.366721742,-0.311478313,1.357787047,-0.71522945,-0.730436434,-0.554500818,-0.73641748,-0.67095449,-0.549483181,-0.5892241,-1.142702264,-0.948236283,0.506035914,1.212455372,-0.441526073,-0.789334865,-0.584947513,0.007701021,-0.009749778,-0.471330011,-0.118175593,-0.411667753,0
0.21080752,0.665224024,0.81836311,1.05117219,1.220684063,0.910122822,0.966481567,0.738655965,1.03968144,0.521327887,0.721594489,0.017703661,0.232209748,0.197476056,1.376176669,1.296942845,-0.010516105,1.28535162,0.574501038,0.986275801,-0.015268008,0.492051457,0.144681487,0.213307262,-0.286012775,0.217760288,0.174964373,0.637703631,-0.226539055,-0.441161329,-0.250018344,-0.475151141,1.198938636,0.14941523,-0.4561564,0.034141845,0.686548142,0.05019986,0.14776494,-0.206483326,0.429392192,0.031018815,0.007701021,0.122023616,0.129933516,0.16719442,0.018173432,0
0.597774731,1.627494322,1.245942344,1.496719481,1.114311479,2.048477834,1.872125008,-0.8936887,-1.003377091,2.047563738,1.944483593,1.85798229,0.552485522,1.030089624,-0.490345563,0.183406059,0.8370041,0.700465563,1.361868306,1.48654816,0.670531686,0.275514319,0.013667373,0.284431474,0.322821375,0.515683196,0.61816771,-1.395473074,0.471590081,0.32008895,-0.308572666,-0.001605899,-0.885213077,-0.549483181,-0.056953302,-0.548454249,0.438853532,0.464596272,-0.065173146,2.143944151,0.673137604,1.781659959,0.426636562,0.319683705,-0.188382469,0.230609979,0.806215607,0
-0.697077088,-0.978654403,-1.041109372,-0.953790622,-0.864218584,-0.900896515,-0.871441887,-0.485602534,-0.479515929,-0.866159249,-0.890395692,-0.963778275,-1.048893346,-1.071268429,-0.106061574,-0.262008656,-0.858036311,-0.703260974,-1.112714535,-0.934124544,-1.082067532,-1.095887558,-0.379374969,-0.924680119,-2.924294093,-1.197373528,-0.473625876,0.425914391,-0.81994882,-0.821786468,-0.952670207,-1.046671259,1.530065544,1.267652688,-0.899715399,0.080749532,-0.436334089,-0.820032607,-1.342801664,-0.629560271,-0.789334865,-0.714624635,-0.471082455,-0.246941886,0.554354829,-0.012482995,-0.411667753,0
2.266570826,1.081205455,2.021551187,3.189799189,3.369410259,3.549036713,3.869867892,2.234971908,2.244562112,4.198168799,3.945574853,1.612611806,2.100485094,1.902351457,1.376176669,1.519650202,0.625124049,2.221169311,1.811792459,3.406948504,0.060931958,-0.157559958,0.472216772,-6.54E-05,0.593414331,0.217760288,1.245138284,-0.124737633,0.297057797,0.04603885,0.405790062,0.227002148,0.799638541,-0.130144134,-0.234376901,-0.548454249,2.602053124,0.298837707,0.573641113,3.22514079,1.241876897,2.754238372,0.606180366,0.952195993,-0.117645583,0.674518888,3.385262722,1
-0.697077088,-1.299411169,-1.289701949,-0.820126435,-0.928042134,-0.797409696,-0.871441887,-0.485602534,-0.636674278,-0.658036179,-0.668052219,-0.963778275,-0.942134755,-0.952323633,-0.600140988,-1.375545442,-0.858036311,-0.586283763,-1.225195574,-0.788884181,0.365731822,0.419872411,0.472216772,0.497804108,-0.083068058,0.515683196,0.002006974,0.129409455,-0.121819684,-0.532511362,-0.109487971,-0.328188824,0.439294553,-1.318271434,-0.899715399,0.546826407,0.55444435,-0.074119064,0.360703027,-0.582551722,-0.870583335,-0.714624635,-0.111994848,-0.009749778,-0.825014438,-0.21329893,-0.411667753,0
-0.697077088,-0.176762487,-0.931728637,-0.775571705,-0.672747932,-0.900896515,-0.871441887,-0.077516367,-0.008040884,-0.727410536,-0.779223956,-0.841093033,-0.728617573,-0.833378838,-0.600140988,-0.70742337,-0.64615626,-0.820238186,-0.887752459,-0.740470727,-0.9296676,-1.023708512,-0.117346741,-0.569059062,0.593414331,-0.601527711,-0.733061975,1.145997807,-0.71522945,-0.654311407,-0.42568131,-0.589455164,-0.408000769,-0.269923817,-0.5005123,-0.501846561,-0.287717323,-0.57139476,-0.278111232,-0.72357737,-0.545589453,-0.682205354,-0.41123452,-0.444601976,-0.153014026,-0.371837826,-0.554948149,0
-0.630101994,-0.176762487,0.331121658,-0.01814131,0.263330807,-0.22823219,0.060838126,0.330569799,0.411048046,-0.033666967,-0.056607667,0.63112987,-0.03468673,0.197476056,-0.43544785,-0.039301298,-0.64615626,-0.001397706,1.136906229,0.034144538,-0.472467804,-0.807171374,0.406709715,-6.54E-05,0.255173136,-0.080162621,-0.170950426,0.891850719,-0.366164882,0.106938872,-0.402259581,-0.181226508,-0.72938865,-0.130144134,-0.5448682,-0.490194639,-0.172126506,0.133079142,0.573641113,-0.347508974,-0.626837924,-0.455270391,-0.052146913,0.187910312,-0.32985624,0.082640342,-0.268387358,0
-0.697077088,-1.219221977,-0.543924216,-0.374579143,-0.35363018,-0.538692648,-0.605076169,0.194541077,0.201503581,-0.519287465,-0.612466351,-1.086463517,-0.781996868,-0.912675368,-0.325652424,0.628820773,-0.858036311,-0.586283763,-0.550309344,-0.369300913,-0.16766794,0.131156226,0.013667373,0.07105884,0.458117853,0.068798833,-0.030422539,0.722419327,-0.645416536,-0.974036523,-0.858983292,-1.095658698,0.001038352,0.988093324,-0.899715399,-0.630017702,-0.287717323,-0.032679423,-0.278111232,-0.535543172,-0.789334865,-0.649786074,-0.052146913,-0.181055189,0.023828188,-0.107606333,-0.411667753,0
1.565192757,1.119629443,1.375210485,0.828398544,1.007938895,0.392688726,0.433750131,1.69085702,1.563542601,0.382579174,0.332493411,-0.350352065,0.872761295,0.554310442,0.497813266,0.406113416,-0.434276208,0.46651114,1.024425191,0.873311075,0.21333189,0.636409549,0.341202658,0.497804108,0.119876659,0.366721742,-0.192570101,0.849492871,-0.261445511,-0.486836345,0.066174995,-0.148568216,-0.154786075,-0.200033975,-0.5892241,-0.24550428,-0.205152453,0.091639501,1.638331545,-0.018449127,-0.464340983,-0.195916148,-0.111994848,-0.022927117,-0.294487797,-0.128744852,-0.483307951,0
-0.697077088,-1.09893819,-1.210152325,-1.04290008,-0.991865684,-0.952639925,-0.898078459,-0.757659978,-0.74144651,-0.519287465,-0.445708746,-0.841093033,-1.048893346,-1.031620164,-0.270754712,-0.70742337,-0.434276208,-0.235352128,-1.225195574,-0.950262362,-1.158267498,-1.023708512,-1.034445538,-1.209176964,-1.23308812,-0.973931347,-0.84116035,-0.124737633,0.960280476,-0.502061351,-0.777007241,-0.752746627,1.306067929,0.14941523,-0.056953302,1.723670515,0.422340558,-1.23442902,-0.703987405,-0.72357737,-0.789334865,-0.779463196,-1.129409734,-0.655439405,-0.259119354,-0.572653762,-0.483307951,0
-0.161276336,-0.136667892,0.191909814,0.026413419,-0.013237912,0.082228268,0.087474698,-0.349573812,-0.269971464,0.174456103,0.554836884,-0.227666823,0.552485522,0.356069116,-0.43544785,0.851528131,-0.222396157,-0.118374917,0.012095847,0.034144538,0.060931958,0.131156226,-0.051839684,-0.071189583,-1.030143403,-0.080162621,-0.095281564,-0.378884721,0.436683624,-0.410711317,0.440922655,0.063710685,-0.61252033,0.428974595,-0.323088701,-0.478542717,-0.122587584,-0.198437988,0.7865792,-0.582551722,-0.301844042,-0.487689672,-0.111994848,-0.194232528,-0.011540255,-0.128744852,-0.483307951,0
2.38377724,1.266642961,1.912170453,1.541274211,1.475978264,1.16883987,1.073027854,1.826885742,1.72070095,0.590702244,0.666008621,0.63112987,1.139657773,0.871496563,1.266381244,1.296942845,0.201363946,0.934419986,0.686982076,1.454272524,0.289531856,0.419872411,0.406709715,0.497804108,-0.150716297,0.366721742,0.283062748,0.383556543,-0.366164882,-0.106211206,-0.285150937,-0.213884801,0.351643313,0.14941523,-0.367444601,-0.327067733,-0.089561636,0.340277348,-0.491049319,1.814884304,1.160628426,1.749240678,0.306940693,0.42510242,0.200670402,0.357441096,1.594257781,0
-0.697077088,-1.058843594,-1.538294527,-1.176564268,-1.119512785,-1.107870154,-1.084534461,-0.757659978,-0.689060394,-0.866159249,-0.890395692,-1.086463517,-1.209031233,-1.229861489,-0.874629551,-1.152838084,-0.858036311,-1.17116982,-1.900081803,-1.143916178,-2.377466953,-2.395110389,-1.296473766,-2.276040133,-1.774274031,-2.46354589,-1.987003123,1.018924263,-0.645416536,-0.974036523,-1.233730953,-1.307937599,-1.021559451,-0.409703499,-0.899715399,-1.072790733,-0.287717323,-2.519057899,0.573641113,-0.676568821,-0.870583335,-0.779463196,-1.907432882,-1.208887657,-1.461646408,-1.375917502,-0.483307951,0
-0.049651179,0.625129428,-0.086513873,-0.151805497,-0.140885012,0.133971677,0.194020985,-0.757659978,-0.793832626,-0.449913108,-0.556880482,-0.841093033,-0.675238277,-0.793730573,0.882097255,-0.039301298,-0.64615626,0.115579506,0.012095847,-0.288611823,-0.015268008,-0.229739004,1.127287341,-0.355686428,0.728710809,-0.37808553,-0.095281564,-1.098968138,-0.505790709,-0.669536412,-0.9878028,-1.079329552,1.578760677,0.009635548,-0.6779359,0.092401454,-0.139100558,-0.239877629,0.360703027,-0.394517524,-0.626837924,-0.552528233,-0.291538651,-0.194232528,-0.188382469,-0.297853008,-0.626588346,0
-0.697077088,-1.179127382,-1.428913793,-0.998345351,-0.949316651,-1.004383335,-0.951351602,-0.485602534,-0.531902045,-0.588661822,-0.723638087,-0.841093033,-1.209031233,-1.150564959,-0.819731839,-0.930130727,-0.434276208,-0.937215397,-1.562638688,-0.901848907,-1.005867566,-1.456782789,0.013667373,-0.711307485,1.608137915,-0.452566257,-0.235809451,0.595345783,-0.226539055,-0.167111228,-1.233730953,-0.899708943,-0.622259356,0.289194913,0.963232395,-0.362023499,0.868190856,-0.529955118,0.7865792,-0.582551722,-0.870583335,-0.714624635,-0.650626258,0.016604901,-0.542066896,-0.118175593,-0.411667753,0
-0.17615969,1.226548365,0.40072758,0.338296523,0.433526941,0.082228268,0.087474698,1.146742131,0.987295324,0.105081746,-0.001021799,-0.227666823,0.338968339,0.157827791,-0.051163861,-0.262008656,-0.434276208,-0.235352128,-0.21286623,0.356900898,-0.091467974,-0.013201866,0.472216772,0.284431474,0.66106257,0.217760288,0.174964373,0.595345783,-0.401071338,-0.456386334,0.019331537,-0.197555654,-0.213220235,-0.47959334,-0.5892241,-0.653321545,0.009516208,0.215958425,-0.065173146,0.451636368,0.10439831,0.3876309,0.187244824,0.398747741,-0.259119354,0.272887018,0.304734223,0
-0.66731038,-0.537613849,-0.315219044,-0.419133872,-0.417453731,-0.693922877,-0.658349313,0.330569799,0.201503581,0.24383046,0.110149938,-0.841093033,-0.781996868,-0.833378838,0.16842699,0.183406059,-0.64615626,-0.235352128,0.237057923,-0.337025277,-0.243867906,-0.229739004,0.472216772,0.213307262,1.26989672,0.441202469,0.034436486,0.849492871,4.101861587,-0.639086401,-0.777007241,-0.834392358,0.371121367,0.359084754,-0.6779359,-0.05907353,-0.02350974,0.38171699,1.425393459,-0.347508974,-0.708086394,-0.487689672,0.187244824,0.016604901,-0.011540255,-0.033621515,-0.411667753,0
2.562377491,1.346832152,1.564140844,1.184836377,1.454703748,0.599662364,0.806662136,2.098943186,1.930245415,3.504425231,2.889443354,-0.718407791,0.178830453,-0.0800618,2.144744647,1.074235488,-0.64615626,1.519306043,0.46202,1.922269246,-0.243867906,-0.446276143,0.406709715,-6.54E-05,0.999303765,0.515683196,0.74788576,0.383556543,0.715935279,-0.791336457,-0.788718106,-0.916038089,1.208677663,-0.130144134,-0.7666477,-0.292111968,0.736087064,0.588915196,-0.065173146,3.037106592,0.510640663,2.365207007,0.606180366,0.754535903,-0.32985624,0.537118511,2.167379362,1
-0.682193734,0.19745374,-0.434543482,-0.107250768,-0.396179214,0.185715087,-0.01907159,-0.8936887,-0.950990975,-0.241790038,-0.278951141,0.63112987,0.819382,0.752551768,-0.655038701,-0.262008656,0.201363946,-0.35232934,0.124576885,-0.256336187,1.280131414,0.925125734,-0.182853798,0.853425164,-0.015419819,0.813606105,0.456020148,-1.310757378,0.192338427,0.86818915,1.588587365,1.43535897,-0.836517944,-0.269923817,0.430961597,-0.175592749,0.108594052,0.547475555,-0.491049319,0.075567972,0.10439831,0.128276657,0.486484497,0.016604901,-0.011540255,0.050932563,-0.268387358,0
-0.697077088,-0.677944934,-1.329476762,-0.686462247,-0.8854931,-0.486949238,-0.658349313,-0.8936887,-0.950990975,-0.658036179,-0.668052219,-0.350352065,-0.781996868,-0.674785777,-0.709936413,-0.930130727,-0.222396157,-0.703260974,-1.337676612,-0.756608545,0.899131584,0.636409549,-2.148065506,0.497804108,0.05222842,0.515683196,1.309997309,-1.26839953,-0.121819684,1.264039295,0.897646366,1.353713239,0.020516406,0.079525389,1.229367795,0.360395657,1.000294648,0.464596272,0.360703027,-0.488534623,-0.708086394,-0.649786074,0.486484497,0.662294528,-0.32985624,0.463133693,-0.340027556,0
-0.674752057,-1.459789552,0.360952767,-0.374579143,-0.28980663,-0.124745371,0.114111269,-0.8936887,-1.003377091,-0.380538751,-0.556880482,0.140388903,0.285589044,0.276772586,-0.380550137,-0.039301298,-0.434276208,2.221169311,2.599159726,-0.579092547,1.965931108,1.502558103,-0.182853798,1.493543066,1.608137915,2.00529774,-0.106091401,-1.395473074,0.855561106,-0.182336234,0.089596724,-0.066922484,-0.573564223,0.638644118,-0.190021001,2.562608889,-0.617976803,0.547475555,0.14776494,-0.535543172,-0.789334865,-0.682205354,0.247092759,-0.207409868,0.448249501,-0.012482995,-0.411667753,0
-0.697077088,-1.018748999,-0.891953825,-0.998345351,-0.906767617,-1.107870154,-1.164444177,-0.349573812,-0.008040884,-0.935533606,-1.001567429,-0.718407791,-0.835376164,-0.833378838,-0.819731839,-0.484716013,-0.858036311,-1.054192608,-0.887752459,-0.96640018,-1.386867396,1.213841919,-0.706910253,-0.924680119,-0.083068058,-1.197373528,-1.035737425,2.416733247,-1.134106931,-0.47161134,-0.531079089,-0.589455164,-1.011820424,0.289194913,-0.899715399,-0.74653692,-1.443625503,-0.985791172,-0.491049319,-0.629560271,-0.789334865,-0.714624635,-0.530930389,-0.629084726,-0.08227714,-0.498668943,-0.483307951,0
2.198798409,1.020347587,1.782902312,2.566032981,2.241860869,3.238576255,3.09740731,1.146742131,1.196839788,3.712548302,3.667645511,2.471408499,2.901174528,2.972854616,0.388017841,0.851528131,2.108284409,1.519306043,0.799463115,2.648471057,0.670531686,0.492051457,0.341202658,0.426679896,0.390469614,0.515683196,1.266757959,-0.167095481,0.646122365,0.533239028,1.073309332,1.108776045,-0.154786075,-0.130144134,0.608385196,-0.501846561,1.462657919,0.464596272,0.14776494,3.131123691,2.623100894,2.62456125,0.606180366,0.794067921,0.129933516,0.568826291,2.167379362,1
-0.697077088,-0.457424658,-0.514093107,-0.285469685,-0.35363018,-0.2799756,-0.445256738,-0.213545089,-0.060427,0.105081746,0.054564069,0.999185596,0.125451157,0.435365647,-0.709936413,-0.484716013,1.260764203,-0.820238186,0.237057923,-0.207922733,0.060931958,0.492051457,-0.051839684,0.213307262,0.728710809,0.292241015,0.964082509,2.840311727,0.26215134,1.157464256,9.833035896,7.34650991,-0.875474051,-0.060254293,4.511704385,-0.898011905,3.972629965,0.671794479,-1.981615924,0.21659362,0.348143722,0.322792339,0.785724169,0.214264991,0.9434077,0.420856654,0.018173432,0
-0.697077088,-1.018748999,-0.643361247,-0.597352789,-0.545100832,-0.797409696,-0.738259028,0.330569799,0.044345233,-0.866159249,-0.945981561,-0.718407791,-0.568479686,-0.635137512,0.333120128,0.183406059,-0.64615626,-0.35232934,-0.662790382,-0.579092547,-0.320067872,-0.951529466,0.734245,0.142183051,1.608137915,-0.005681894,-0.041232376,1.273071351,-1.029387561,-0.47161134,-0.413970445,-0.573126018,1.267111823,0.638644118,0.253537998,0.232224516,-0.601463829,0.05019986,0.360703027,-0.535543172,-0.626837924,-0.584947513,0.007701021,0.056136919,0.518986387,0.230609979,-0.268387358,0
-0.697077088,-0.417330062,-0.961559747,-0.463688601,-0.438728248,-0.849153106,-0.92471503,0.602627243,0.672978627,-0.796784892,-0.890395692,-0.963778275,-0.942134755,-0.991971898,-0.490345563,-0.930130727,-0.434276208,-0.586283763,-1.112714535,-0.433852185,-0.320067872,0.419872411,0.144681487,0.284431474,0.66106257,0.143279561,-0.073661889,1.781365527,-0.92466819,-0.791336457,-0.894115885,-0.99768382,-0.018439701,-0.549483181,-0.145665101,-0.455238874,0.686548142,-0.074119064,0.573641113,-0.535543172,-0.708086394,-0.649786074,-0.171842782,0.214264991,-0.648172224,0.008655524,-0.340027556,0
-0.324993232,0.384561853,-0.176007201,0.204632336,0.093134672,-0.021258552,-0.072344733,0.602627243,0.725364743,-0.172415681,-0.167779404,-0.350352065,-0.354962503,-0.436896186,-0.380550137,-0.70742337,-0.434276208,0.115579506,0.237057923,0.1793849,0.21333189,0.564230503,0.603230886,0.782300953,-0.015419819,0.664644651,0.466829985,1.484860591,-0.366164882,-0.288911273,-0.484235632,-0.458821994,-0.106090942,-0.619373022,-0.012597402,-0.035769687,0.901216804,0.423156631,-0.278111232,0.122576521,-0.220595571,-0.033819746,0.6660283,0.715003885,0.059196631,0.621672589,-0.125106963,0
