Age,GS,G,STL,BLK,PF,Two_Pt_Pct,Three_Pt_Pct,FT_PCt,TS_PCt,Three_Pt_Att,FTr,Assist_Pct,Steal_Pct,Block_Pct,Turnover_Pct,Usage_Pct,ORtg,DRtg,Rising_Star
22,1,33.66666667,0.4,0.4,1.8,0.64,0.4,0.67,0.62,0.55,0.19,10.3,2.1,1.9,19.2,17.7,106,111,0
23,2.333333333,27,0.5,0.2,2.1,0.47,0.43,0.78,0.49,0.32,0.29,8.1,1.8,1.5,14.3,21.3,100,116,0
22,0,6,0.2,0,0.5,0.67,0.25,0.75,0.5,0.57,0,7.8,2.6,0,0,16.1,114,114,0
22,3,45,0.3,0.2,1.1,0.32,0.32,0.84,0.42,0.5,0.1,9.8,1.1,1.2,8.3,19.6,90,107,0
29,0,12,0.1,0,0.6,0.15,0.29,0.75,0.36,0.72,0,7.2,0.3,0,4.1,12,86,120,0
22,6,31,0.2,0.3,0.9,0.56,0.3,0.55,0.58,0,0.51,7.2,1.8,4.5,5.9,13.5,128,106,0
22,7.333333333,16.33333333,0.5,1,2.6,0.72,0.3,0.65,0.72,0,0.63,8.7,1.4,5.1,22.7,13.9,137,111,0
25,77.625,77.625,1.2,0.4,2.4,0.52,0.39,0.92,0.62,0.49,0.38,34.1,1.7,1,14.5,30.6,125,116,1
20,1,20,0.3,0.2,0.6,0.42,0.23,0.88,0.44,0.35,0.22,9,2,1.6,21.4,14.9,81,107,0
24,5.333333333,11.33333333,1,1,2.4,0.5,0.3,0.75,0.53,0.03,0.34,8.1,2.2,3.2,23,19.1,105,108,0
26,15.66666667,32,1.3,0.1,2.4,0.51,0.4,0.87,0.58,0.54,0.25,14.4,2.3,0.4,10.6,19.3,112,114,0
29,0.666666667,48.66666667,0.3,0.1,1.2,0.67,0.41,1,0.59,0.81,0.13,9.2,1.9,0.4,16.6,13.8,105,116,0
24,14,55,0.8,0.1,1.8,0.54,0.37,0.75,0.53,0.56,0.14,10.4,1.4,0.5,9,17.3,109,116,0
21,7,43,0.3,1.3,2.3,0.7,0.3,0.53,0.69,0,0.45,5.2,1,8.7,15.3,13.3,124,109,0
22.5,1.5,12.5,0.3,0.1,1,0.5,0.4,0.75,0.55,0.46,0.1,44.2,1.8,0.4,20.3,19.9,118,114,0
23,0,19,0.1,0,0.9,0.44,0.3,0,0.43,0,0.07,5.8,1.3,0,9.7,18,91,108,0
22,2,17,0.5,0.7,1.9,0.59,0.3,0.77,0.55,0.03,0.83,8.5,2.3,5.1,23,16.4,112,107,0
26,20.66666667,62.33333333,0.6,1.3,3.5,0.63,0.39,0.76,0.63,0.25,0.35,10.5,1.6,5,17.2,15.8,130,107,0
21.5,67,71.5,0.9,0.7,2.4,0.47,0.38,0.86,0.6,0.53,0.61,7.6,1.4,1.6,9.4,19.3,120,112,0
23,12.66666667,31.33333333,0.9,0.7,1.6,0.63,0.44,0.79,0.59,0.56,0.21,8.3,2.7,2.2,12.5,20,112,107,0
23,8.333333333,68.33333333,0.7,0.6,2.3,0.52,0.08,0.73,0.54,0.03,0.25,5.2,2,2.5,9.3,16.8,115,107,0
20.66666667,22.33333333,54,0.6,0.2,2.2,0.54,0.31,0.81,0.57,0.64,0.36,29.7,1.7,1.1,21.5,23.1,110,109,0
24,5.333333333,21,0.5,0.3,2.1,0.6,0.42,0.81,0.65,0.71,0.28,9.4,1.1,1.2,11,16.2,123,114,0
24,0,5,0,0,0.2,0.29,0,0.75,0.15,0.46,0,20.9,0,0,13.3,16.9,50,112,0
23,50,80,0.7,0.4,2.2,0.5,0.39,0.88,0.58,0.46,0.24,14.3,1.3,1.1,15.2,24.6,113,114,0
19,8,53,0.4,0.7,0.8,0.45,0.3,0.68,0.48,0.44,0.2,4.3,1.1,3.3,13.8,14.1,90,108,0
20,59,59,0.7,0.1,1.6,0.43,0.36,0.88,0.5,0.42,0.1,18.5,1.1,0.2,17.1,20.7,96,119,0
23.5,0,3.5,0.3,0,1,0,0,0.75,0,0.43,0.29,21.7,3.2,0,20.2,29.7,35,107,0
23,3.333333333,34,0.5,0.2,2,0.54,0.39,1,0.53,0.52,0.22,9.3,1.7,1.4,17.1,12.8,110,113,0
22,5.666666667,31.33333333,0.5,0,1.2,0.47,0.44,0.67,0.5,0.4,0.27,21.5,2.1,0.2,29.2,18.6,96,111,0
24.5,1,43.5,0.2,0.1,1,0.5,0.27,0.67,0.52,0.13,0.31,4.6,1.2,2.5,28.5,18,107,111,0
21.5,5,56,0.7,0.8,2.9,0.5,0,0.81,0.53,0.01,0.22,5.4,1.7,3.2,12.1,21.6,106,108,0
23,57.33333333,71.66666667,1.1,0.2,1.7,0.49,0.4,0.87,0.55,0.18,0.29,32.9,1.9,0.6,18.9,23.1,108,112,0
23,1,30.33333333,0.3,0.1,1,0.44,0.38,0.86,0.51,0.38,0.37,15.3,1.5,0.4,16.8,19.3,103,110,0
27,0,5,1,0.8,2.8,0.5,0.3,0.5,0.53,0,1.29,4.7,2.8,3.4,26.7,14.4,90,99,0
23.5,0,6,0.1,0,1,0.31,0.5,0.75,0.5,0.67,0.26,11.2,0.5,0,40,17.2,92,118,0
29.5,0,51.5,0.2,0.2,1.9,0.49,0.35,0.69,0.51,0.23,0.2,8.1,0.9,2,14.4,20.2,103,108,0
27.5,80,80,1,0.5,3.2,0.55,0,0.81,0.58,0.01,0.28,17.5,1.4,1,13.7,23.8,116,108,1
25,12.33333333,47,0.8,0.4,2.3,0.61,0.35,0.68,0.61,0.29,0.48,9.4,1.8,1.6,13.1,15.6,121,116,0
24.5,0,3,0.7,0,1,0.5,0.67,1,1.05,1,1.33,39.1,3.1,0,31.6,28.8,162,113,0
24,0,2,0,0,0.5,0,0,0.75,0,0.5,0,18.8,0,0,0,12.6,78,117,0
22.5,0.5,15.5,0.5,0.1,0.8,0.38,0.5,0.75,0.5,0.5,0.16,8.5,2,0.7,11,16,107,112,0
21,61.33333333,66.33333333,1.6,0.6,2.9,0.52,0.37,0.73,0.56,0.22,0.44,35.4,2.4,1.5,16.4,29.6,110,113,0
22,62,63,0.7,0.3,2.9,0.45,0.36,0.76,0.52,0.45,0.21,8,1,0.7,12.1,17.5,100,117,0
20.5,19.5,51,1.4,0.5,2.3,0.47,0.32,0.82,0.53,0.37,0.3,22.3,3.3,1.9,21.8,19.6,105,112,0
23.66666667,53,77,0.6,1.8,3.2,0.72,0,0.48,0.67,0.01,0.74,5.7,1,5.4,20.3,15.3,129,107,1
24,0.333333333,19,0.5,0.1,0.8,1,0.37,0.75,1,0.4,0.76,7.2,3.2,0.8,23.1,47.8,205,116,0
23,6.333333333,48.66666667,1.3,0.5,2.3,0.58,0.37,0.64,0.51,0.28,0.26,15.9,2.5,2.3,24.8,18.2,97,112,0
21,50,75.66666667,1.2,0.5,2.7,0.56,0,0.66,0.56,0,0.33,9.2,2.8,1.9,16.5,21.7,108,102,0
24,74.42857143,76.14285714,1.1,0.4,2.6,0.51,0.34,0.85,0.56,0.2,0.47,25,1.5,0.8,10.5,34.3,114,115,1
23.57142857,63.14285714,66.28571429,1.6,1.7,4.1,0.53,0.36,0.78,0.58,0.34,0.51,25.8,2.4,4,18.9,36.5,107,106,1
24,3.333333333,35.66666667,0.5,0.1,1.5,0.42,0.37,1,0.48,0.18,0.24,10.7,1.8,1.6,8.9,15.9,106,110,0
22,17,63,0.3,0.3,0.9,0.47,0.26,0.67,0.49,0.16,0.23,3,1.2,2.1,11.1,15.3,93,110,0
25,0,7,0.3,0,0.6,0.5,0,0.5,0.32,0.4,0.2,37.1,4.5,0,15.5,25,84,104,0
23,0,12,0.2,0.3,0.7,0.78,0.5,0,0.74,0.31,0.08,4,1.4,4.8,18.2,9.9,122,111,0
20.5,47.5,50.5,0.9,1.7,3.2,0.59,0,0.77,0.61,0.01,0.22,9.7,1.3,4.5,12.4,24.3,117,113,0
21.33333333,35.33333333,59,1.7,0.4,2.2,0.49,0.39,0.8,0.54,0.2,0.26,23.7,3.3,1.5,22.7,23.5,107,109,0
24,1.666666667,41,1,0.5,1.2,0.52,0.39,0.83,0.57,0.35,0.47,22.5,3.1,2.1,15.1,22.1,116,107,0
23,0,8.666666667,0.3,0.1,0.7,0.67,1,1,0.75,0.4,1.5,28.2,3.1,1.1,34.6,19.1,167,114,0
21,3,19,0.1,0.2,0.7,0.39,0.26,1,0.42,0.64,0.11,3.4,0.3,1.8,13.7,9.9,85,121,0
23,0,8,0,0,0.1,0.33,0,0.75,0.43,0.25,1,0,0,0,14.8,14.1,94,114,0
21,5.333333333,68.66666667,0.9,0.1,1.7,0.47,0.35,0.83,0.52,0.31,0.27,36.1,2.1,0.4,22.8,28.8,101,110,0
21,40.66666667,52,1.3,0.4,2.4,0.48,0.32,0.69,0.5,0.33,0.25,29.5,2.5,1.4,19.8,28.9,96,112,0
24.33333333,14,56.66666667,0.8,0.2,2.4,0.51,0.39,0.78,0.53,0.72,0.07,17.8,2.6,1.2,14.2,23.3,104,111,0
25.5,0,33,0.2,0.3,1,0.49,0.3,0.67,0.47,0.44,0.15,5.6,1.2,3,11.3,19.3,94,110,0
26,65.33333333,65.33333333,1.3,0.4,2.9,0.5,0.37,0.85,0.57,0.36,0.42,46.6,1.8,0.8,16.9,30.1,116,112,1
23,6,57,0.7,0.2,1.5,0.57,0.5,0.67,0.59,0.08,0.49,9.5,2.1,1.5,18.2,17.2,110,111,0
27,0,2,1,0,1,0.6,0,1,0.39,0.55,0.36,3.7,2.8,0,0,15.7,113,102,0
22,0,41,0.1,0.2,1.1,0.49,0.3,0.74,0.53,0,0.35,5.1,1,3.5,20,20.2,98,105,0
20,14.66666667,73.33333333,0.9,1.7,3.2,0.52,0.3,0.69,0.54,0.01,0.46,6.8,2,5.7,16.3,20.7,108,108,0
20,10,37.33333333,0.8,0.7,2.1,0.59,0.31,0.71,0.6,0.34,0.45,5.1,1.9,4.4,10.2,15.6,124,115,0
21.8,71.4,71.4,1,0.7,1.7,0.5,0.33,0.86,0.55,0.25,0.35,40.3,1.5,1.4,13.1,32.2,113,109,1
23,0.5,21,0.4,0.2,0.8,0.53,0.42,1,0.62,0.68,0.24,14.6,2.4,1.7,10.4,9.1,131,112,0
24,22.66666667,48.33333333,1,0.9,2.2,0.53,0.62,0.86,0.65,0.39,0.61,21,1.9,3.3,14,18.2,123,114,0
21,28.66666667,74,0.6,0.5,1.6,0.47,0.33,0.72,0.52,0.28,0.54,4.7,1.3,1.6,11.7,23.5,105,109,0
20.75,61.25,67.5,0.9,0.3,3.1,0.54,0.38,0.92,0.62,0.36,0.4,30.2,1.3,0.8,15.7,31.7,114,116,1
22,5,21,0.5,0.3,1.2,0.46,0.4,0.79,0.51,0.3,0.45,7.8,1.8,3.2,14.7,25.9,109,108,0
22.5,0,4,1,0.9,2,0.63,0.3,0.75,0.62,0.06,0.44,9.5,3.8,5.3,5,17.9,127,110,0
24,0,5,0,0,0.2,0.33,0,0.75,0.37,0.4,0.8,19.1,0,0,12.9,17.1,86,117,0
23.5,28,54.5,1,0.2,1.8,0.42,0.37,0.82,0.54,0.61,0.24,35.3,1.7,0.6,14.5,24.8,109,116,0
22.5,3.5,22,0.6,0.1,0.9,0.46,0.25,0.42,0.37,0.5,0.36,11.5,2.6,0.8,15,15.7,81,107,0
23,0,4,0.3,0,1.5,0.25,0,1,0.34,0.2,0.4,0,4.3,0,14.5,26.8,80,90,0
25,13.66666667,49.33333333,0.4,0.8,2.4,0.57,0.3,0.75,0.61,0.01,0.43,2.7,1.6,5.4,21.1,15.2,117,105,0
23,2,16,0.2,0.2,2.1,0.47,0.3,0.75,0.5,0,0.3,4.9,1.4,2.2,40,22.4,100,106,0
21,2,35.66666667,0.3,0.6,2,0.71,0.3,0.67,0.68,0.05,0.46,7.1,1.2,6.8,12.7,15.3,136,112,0
19,0,7,0,0.1,0.7,0.23,0.3,1,0.34,0,0.31,0,0,3.4,11.9,31.3,69,108,0
24.5,0,45,0.6,0.1,1.1,0.39,0.38,0.83,0.46,0.36,0.2,31.3,3.4,0.4,23.1,20.7,87,113,0
23,46.33333333,55,0.9,0.4,3.8,0.48,0.38,0.81,0.53,0.39,0.25,10,1.6,1.2,12.8,25,100,113,0
22,31.66666667,70.33333333,1.1,0.3,2.2,0.46,0.37,0.75,0.51,0.26,0.26,18.4,2.1,0.8,12.3,26.9,99,111,0
27,0,31,0.1,0.1,0.6,0.42,0.29,0.75,0.49,0.5,0.39,5.8,0.5,1.1,7.6,17.4,109,110,0
34.5,65.33333333,70.66666667,0.9,1,2.6,0.54,0.42,0.92,0.61,0.55,0.39,14.2,1.4,2,9.1,29.2,120,111,1
21.5,38,72.75,0.8,0.5,3.2,0.59,0.53,0.75,0.63,0.33,0.42,21.7,1.3,1.6,16.2,23.5,118,108,1
24,2,51,0.1,0.1,0.7,0.37,0.3,0,0.35,0,0.14,5.1,0.8,1,23.6,10.6,75,109,0
23,1.333333333,26.66666667,0.5,0.2,1,0.43,0.13,0.82,0.49,0.11,0.51,36.2,2.1,1.7,23.9,23,93,108,0
25,4,34.66666667,0.4,0.1,1.1,0.45,0.37,0.8,0.46,0.36,0.32,26.5,1.3,0.3,18.8,17.6,99,113,0
23,26.33333333,59,0.8,0.5,2.9,0.56,0.37,0.63,0.55,0.39,0.32,10.8,1.4,1.6,13.7,22.1,107,109,0
22.25,68.5,70.5,1.5,0.4,2.7,0.5,0.36,0.86,0.56,0.4,0.26,21.2,2.2,0.9,12.6,31.6,110,111,1
22,0,4,0.3,0.3,2.3,0.25,0.3,0.67,0.45,0,1.5,5.3,1,1.7,23.1,7.9,111,112,0
22.5,11,43,1.4,0.3,1.6,0.68,0.34,0.77,0.57,0.67,0.17,13.3,2.7,1.2,12.9,16.9,112,107,0
23,0,3,0,0,0,0.5,0,0.75,0,1,0,0,0,0,0,40.7,0,116,0
21.5,35.5,72.5,0.5,0.7,2,0.48,0.38,0.66,0.53,0.4,0.25,6.8,1.6,2.4,13.1,19.2,101,110,0
24,24.66666667,61,0.9,0.4,2.3,0.54,0.31,0.75,0.53,0.57,0.2,8.4,1.7,1.5,14.1,15.1,109,111,0
21.5,0,50,0.3,0,1.1,0.39,0.4,0.81,0.54,0.56,0.23,9.3,1.2,0.1,13.3,15.7,104,113,0
24,3,61,0.2,0.1,1.6,0.5,0.43,0.86,0.56,0.42,0.17,5.9,0.6,0.3,13,18.3,112,112,0
20,21.33333333,57,0.4,0.6,2,0.69,0.37,0.77,0.52,0.67,0.27,9.4,1,3.1,18.1,14.4,102,115,0
24.5,53.16666667,77.83333333,2,1.4,3.2,0.56,0.39,0.82,0.59,0.43,0.4,29,3,3.4,22.5,18.8,115,105,1
21.5,1.5,18.5,0.1,0.4,1.5,0.74,1,0.85,0.78,0.04,0.5,8.3,0.9,4.1,23.3,15.5,121,112,0
24,0,9,0.1,0,0.8,0.5,0,0.5,0.43,0.16,0.11,4.8,0.7,0,28.7,17.1,73,108,0
24,0,1,1,0,2,0,0.4,0.75,0.3,0.5,0,5.6,2,0,0,17.7,82,111,0
24.5,30.5,40,0.5,0.2,2.8,0.73,0.45,0.91,0.68,0.89,0.13,7,1.5,0.8,8.6,15.8,122,113,0
25.5,0,2,0.5,0,0.5,0.43,0.67,1,0.61,0.42,0.22,28.8,1.9,0,7.2,31.6,120,118,0
23,10,45,0.6,0.1,1.7,0.49,0.44,0.8,0.57,0.34,0.22,11.7,1.7,0.6,12.2,19.5,114,116,0
25.66666667,0,16.33333333,0.7,0.1,1.3,0.44,0.64,0.9,0.59,0.35,0.25,22.4,2.9,0.4,21.3,26.4,102,114,0
26,72.2,72.2,1.5,2.8,3.8,0.62,0.29,0.6,0.63,0.01,0.98,9.8,2.1,6,18.7,27.2,113,101,1
24,1.666666667,58.33333333,0.8,0.5,1.8,0.57,0.28,0.76,0.59,0.2,0.49,7.2,2.4,2.6,11.9,18.4,120,105,0
31.75,57.625,66.625,1.9,1.3,2.6,0.56,0.33,0.79,0.59,0.27,0.47,36.4,2.8,3.1,15.5,34.9,114,109,1
25,9.333333333,73.33333333,0.5,0.4,1.8,0.59,0.43,0.88,0.63,0.75,0.15,10.3,1.3,2.8,11.4,17.4,122,112,0
19.5,0,22,0.4,0,0.7,0.67,0.23,0.75,0.47,0.47,0.32,11,2.4,0.2,15.5,29,93,110,0
23,8,64,0.8,0.3,1.6,0.47,0.38,1,0.51,0.4,0.15,19.1,2,1.1,15.3,19.9,102,111,0
23,0.333333333,46,0.3,0.7,1.6,0.44,0.4,0.72,0.46,0.03,0.3,7.8,1.2,4.5,14.1,21.9,91,111,0
22,18,70.66666667,0.6,1,2.8,0.58,0.3,0.67,0.58,0,0.35,6.7,1.4,4.2,14.9,17.6,120,110,0
23,1.333333333,16.33333333,0.6,0.3,1.4,1,0.3,0.75,1,0.42,0.38,15.4,2.8,2.1,13.9,22.3,200,109,0
25,0,4,0.3,0.3,0.3,0.31,0.2,1,0.36,0.28,0.17,2.9,1,1.5,4.9,17.5,84,107,0
23.5,0,6.5,0.1,3,1.5,0.8,0.3,0.38,0.63,0,0.6,6.3,0.7,17.3,24,16.9,109,99,0
24,12.66666667,65,0.7,1.7,2.9,0.44,0.3,0.75,0.5,0.01,0.44,6.4,1.6,6.4,16.1,14,109,110,0
21,63.33333333,79,1.7,0.5,2.4,0.51,0.33,0.69,0.52,0.16,0.3,35.7,2.9,1.3,20.2,21.6,107,111,0
24,0,2,0.5,0,0,0,0.3,0.75,0,0,0,11.4,4.4,0,0,4,92,110,0
21.5,9.5,53.5,0.6,0.1,2.1,0.48,0.35,0.79,0.51,0.46,0.37,21.5,1.6,0.6,18.2,17,107,117,0
28,1.666666667,23,1.2,0.3,2.6,0.37,0.31,0.72,0.45,0.38,0.46,16.2,3.2,1.5,20.2,18,89,117,0
23.66666667,0.666666667,34.66666667,0.5,0.1,1.9,0.62,0.44,0.73,0.54,0.49,0.35,15.5,2.1,1.6,14.9,26.7,106,113,0
22,0,3,1,0,1.3,0.57,0.3,0.5,0.57,0,0.57,12.2,6.2,0,18.6,20.1,107,104,0
20,40.33333333,62.33333333,1,0.5,2.1,0.42,0.32,0.78,0.48,0.32,0.3,29,1.6,1.4,17.9,25.7,98,114,0
20,13,72,0.4,0.5,2.9,0.54,1,0.8,0.59,0,0.45,6.4,1.4,2.3,19,23.3,106,112,0
22,12.66666667,65.66666667,1.4,0.7,1.6,0.47,0.4,0.79,0.51,0.24,0.35,24.2,3.7,3,26.3,22.5,102,108,0
27,0,4,0.3,0.5,1.5,0.58,0.3,0.5,0.58,0,0.17,0,1.3,3.7,18.9,18.6,104,102,0
21.5,58,59,1.3,0.3,2.1,0.5,0.37,0.83,0.57,0.41,0.38,20.7,1.7,0.7,13.6,26.5,112,113,0
23,0.666666667,57.33333333,0.6,0.1,1.4,0.44,0.39,1,0.49,0.44,0.2,31.5,1.9,0.6,21.3,17.1,104,110,0
25,0,1,0,0,5,0.67,0.3,1,0.77,0,0.67,0,0,0,0,8.9,173,113,0
24.33333333,1,26,0.5,0.8,1.7,1,0.3,0.75,1,0,0.67,13.3,1.9,6.7,27.9,22,200,108,0
23,26,60,0.5,0.2,2.1,0.55,0.29,0.77,0.57,0.2,0.33,12.7,0.9,0.7,11.4,21.4,110,117,0
23.5,0.5,26,0.3,0,0.6,0.5,0.3,1,0.47,0.39,0.15,15.1,1.5,0,7.7,19.1,117,112,0
24,0,4,0.3,0,0,0,0,0.75,0,0.5,0,0,6.3,0,33.3,16.9,0,96,0
23,0,24,0,0.2,0.3,0.3,0,0.75,0.23,0.23,0,4.9,0,5,13.3,11.2,58,103,0
22.5,32.5,70.5,0.9,0.4,3.1,0.5,0.34,0.89,0.53,0.33,0.22,7.5,1.8,1.3,10.2,20.8,110,102,0
27,1,62,0.5,0,0.9,0.44,0.2,0.9,0.46,0.12,0.16,28.4,1.7,0.2,15.5,16.5,101,111,0
21,13.33333333,57.33333333,0.7,0.1,2.4,0.54,0.41,0.77,0.6,0.44,0.26,15.5,2.2,0.3,15.9,20.4,111,111,0
23,38.66666667,75,0.9,0.3,2.4,0.47,0.37,0.81,0.48,0.15,0.24,19.7,1.4,0.9,14.1,21.2,99,106,0
22,0,6,0.3,0.3,1.2,0.5,0.3,0.25,0.45,0,0.67,0,2.9,4.4,11.4,11.5,77,100,0
24.66666667,20.33333333,56.66666667,0.4,1.1,2,0.55,0.3,0.63,0.58,0,0.58,5.8,1.1,6.2,23.5,18.2,114,103,0
20.5,8.5,56,0.4,0.1,1.5,0.51,0.33,0.75,0.52,0.47,0.25,8.6,1.1,0.5,13.1,20.4,102,117,0
23,7.666666667,78.33333333,0.6,0.5,1.9,0.46,0.38,0.8,0.55,0.44,0.28,13.5,1.2,2,8.9,21.8,110,111,0
24,0.666666667,32,0.7,0.2,1.4,0.54,0.36,0.82,0.5,0.53,0.34,26.3,1.7,1,22.4,22.6,102,114,0
20,17,59.33333333,0.9,0.3,2.5,0.44,0.32,0.86,0.5,0.41,0.18,20.2,2.2,1.3,19.8,16.9,103,115,0
23,9.333333333,59,0.9,0.3,1.7,0.44,0.41,0.84,0.56,0.49,0.2,23.9,2.8,1,11.2,20.6,115,110,0
23,9,41,0.4,0.4,2.3,0.55,0,0.48,0.52,0.06,0.35,8.3,1.6,2.4,15.9,8.6,117,104,0
21,6.333333333,42,0.6,0.2,1.4,0.51,0.4,0.82,0.57,0.62,0.18,10.7,2,1,8.7,18.5,109,111,0
23,0,6,0.2,0,0.3,0,0.25,0.75,0.32,0.84,0,9.9,1.2,0,0,20,75,114,0
25.5,0.5,17.5,0.5,0,1,0.38,0.25,0.75,0.4,0.23,0.14,42.2,2.4,0.3,25.4,23.3,85,114,0
22,0,1,0,0,1,0.5,0.3,0.75,0.53,0,0,0,0,0,0,0,105,117,0
24,0,21,0,0.2,1,0.55,0.3,0.5,0.55,0,0.71,4.7,0.5,2.9,19.7,22.6,103,111,0
24.33333333,13.33333333,34,1,0.3,1.8,0.48,0.35,0.7,0.55,0.54,0.5,21.9,2.6,2.1,23.4,20.3,99,107,0
23,0,18,0.4,0.1,1.8,0.5,0.41,0.91,0.69,0.82,0.61,5.8,1.6,0.4,10.1,14.5,133,118,0
24.5,1.5,43,0.4,0.5,0.9,0.69,0.33,1,0.53,0.91,0.09,4.7,1.5,3.5,4.5,10.9,120,112,0
25.5,6.5,55.5,0.5,0.1,1.2,0.49,0.35,0.73,0.52,0.31,0.34,13.7,1.8,0.6,14.8,24.1,101,109,0
21,46,62.66666667,1.3,0.2,1.9,0.56,0.42,0.82,0.61,0.48,0.22,13.6,2.7,0.8,13.8,18.4,121,114,0
27,8.333333333,68,0.5,0.1,1.9,0.48,0.42,0.87,0.58,0.49,0.17,15.1,1.2,0.2,10.5,21.7,110,109,0
25,2,10.66666667,1,0.7,1.5,0.67,0.5,0.75,0.69,0.41,0.23,45.1,8.9,5.3,29.2,23.8,135,110,0
20.5,4.5,34,0.7,0.2,1.3,0.48,0.39,0.83,0.56,0.57,0.14,6.5,1.8,1.4,7,21.7,115,116,0
23.5,24,77,0.9,0.3,2.8,0.51,0.4,0.86,0.59,0.32,0.43,15.5,1.6,0.8,11.6,19,116,108,0
25,0,1,0,0,0,0.5,0.3,0.75,0.53,0,0,0,0,0,0,0,105,119,0
24,0,30.33333333,0.2,0.1,1,0.57,0.41,1,0.61,0.58,0.18,14,3.1,0.9,20.2,20.9,115,110,0
19.5,0,19.5,0.2,0.8,2,0.56,0.3,0.86,0.57,0.02,0.14,11.2,1.6,4.7,18.2,18.4,104,111,0
23,28.33333333,55.33333333,0.9,0.5,2.3,0.48,0.23,0.79,0.51,0.18,0.45,13.5,1.6,2.1,11,23,104,112,0
27,76,76,1.5,1.1,2.6,0.5,0.37,0.78,0.59,0.15,0.58,9,2,2.2,13.1,20.3,113,100,1
24,0,7,0.3,0,1.1,0,0.4,1,0.53,0.83,0.11,6.7,1.6,0,9.6,14.8,102,111,0
22,65.28571429,74.57142857,1.6,1.9,3.2,0.64,0.35,0.77,0.64,0.28,0.55,33.9,2.3,4.7,19.4,37.4,121,110,1
24,1,54,0.4,0.3,2.4,0.44,0,0.7,0.5,0.01,0.5,5.9,1.2,1.2,13.5,19.7,103,106,0
23.5,0.5,8,0.5,0.1,2.2,0.3,0.29,0.71,0.4,0.47,0.4,9.3,2.8,0.8,18.3,20.7,78,110,0
22,10.66666667,49.66666667,0.6,0.3,0.9,0.51,0.39,0.71,0.56,0.37,0.36,7.7,1.7,1.4,12.4,16.1,112,112,0
20,2,49,0.1,0.7,1.2,0.59,0.17,0.73,0.53,0.28,0.26,7.1,0.7,6.9,14.8,18.1,100,106,0
26,27.33333333,75,0.8,0.2,2.4,0.49,0.39,0.8,0.57,0.38,0.32,25.6,2.1,0.6,19,25.7,110,112,1
22.25,43.75,70.75,1,0.6,1.7,0.51,0.47,0.84,0.6,0.32,0.4,18.2,1.5,1.6,17.3,27.6,118,113,1
25,34.33333333,71.66666667,1.1,1.7,2.7,0.54,1,0.83,0.6,0.04,0.48,10.5,2.1,4.6,16.9,16.8,113,108,0
21,0,8,0.3,0.3,1.4,0.55,0.07,1,0.3,0.58,0.04,9.6,2.1,3.1,10.2,25.4,69,103,0
21,5,62,0.5,0.5,2.4,0.55,0.25,0.73,0.51,0.44,0.27,8.3,1.4,3.1,17.7,11.5,105,108,0
23.5,1,34,0.2,0.2,1.2,0.54,0.36,0.86,0.58,0.56,0.34,11.8,0.7,1.1,13.9,24.4,111,115,0
21,65,75.66666667,1.3,0.7,2.7,0.55,0,0.74,0.58,0,0.42,18.6,2.3,1.7,16,24.8,120,109,0
24,13.5,22,0.4,2.3,4,0.61,0.3,0.77,0.65,0,0.47,6.7,1.7,7.7,17.8,20.7,118,102,0
22,3.333333333,29.66666667,0.3,0.6,2.5,0.64,0.3,0.75,0.64,0,0.47,3.5,1.5,5.4,14.2,15.4,131,108,0
27,14,62,0.7,1.5,3.1,0.58,0.3,0.77,0.58,0.01,0.34,5.6,2.6,8.5,24.4,13.6,107,107,0
25,35,71.33333333,0.9,0.1,2.4,0.48,0.34,0.82,0.51,0.37,0.22,44.9,1.9,0.4,21.7,23,105,112,0
22.5,2.5,37,0.2,0.2,0.8,0.58,0.32,0.68,0.56,0.61,0.36,10,1.5,2.5,14.8,17.5,111,109,0
27,13.66666667,45,1,0.9,2.2,0.55,0.3,0.62,0.55,0,0.3,14.7,3,3.5,20.7,14.8,111,106,0
25.33333333,0,11,0.1,0.3,1.1,0.8,0.3,0.75,0.68,0,2.4,5.6,1.3,4.8,24.1,14.9,107,116,0
24.5,0,33.5,0.1,0.4,1.6,0.53,0,0.74,0.55,0.05,0.4,5.9,0.6,6.3,22.1,21.2,110,108,0
20.5,3,44.5,0.7,0.2,2.2,0.5,0.2,0.62,0.5,0.16,0.36,4.5,2,1.6,13.4,17.4,103,109,0
21,62.33333333,80.33333333,0.8,0.3,2,0.52,0.41,0.76,0.57,0.33,0.3,7.6,1.5,0.7,12.4,17.7,116,107,0
20.5,8.5,48,0.6,0.4,2.6,0.56,0.3,0.77,0.59,0.02,0.26,15.2,1.8,2.3,15.8,23.2,112,109,0
23,5.333333333,45,0.2,1.3,2.4,0.59,0.3,0.65,0.61,0,0.95,1.7,1.3,7.7,23.5,12.4,113,105,0
22.66666667,10.66666667,22.33333333,0.6,2.6,2.7,0.63,0.3,0.75,0.62,0,0.44,1,1.4,10,13.4,21.1,117,115,0
22,0,5,0.2,0,0.2,0.6,0.2,0,0.41,0.5,0.2,6.6,1.2,0,8.4,12.4,83,113,0
21,0.666666667,25.33333333,0.4,0.1,1.4,0.45,0.45,0.86,0.54,0.55,0.26,9.6,1.3,0.7,17.2,24.7,108,112,0
23,19,40.33333333,0.6,0.4,2.5,0.67,0.3,0.77,0.67,0.04,0.44,10.7,1.6,1.9,25,37.2,113,118,0
