Age,GS,G,STL,BLK,PF,Two_Pt_Pct,Three_Pt_Pct,FT_PCt,TS_PCt,Three_Pt_Att,FTr,Assist_Pct,Steal_Pct,Block_Pct,Turnover_Pct,Usage_Pct,ORtg,DRtg,Rising_Star
23.85714286,59.71428571,63.57142857,1.8,1,1.9,0.58,0.44,0.89,0.62,0.33,0.41,27,3,2.3,10.7,33.2,121,105,1
21.5,0,29,0.4,0.2,0.9,0.4,0.32,0.92,0.46,0.27,0.31,22.7,2.3,1.5,17.5,28.4,95,113,0
23.5,1.5,34.5,0.6,0.5,1,0.52,0.33,0.71,0.54,0.45,0.33,6.5,1.7,2.6,8.3,15.6,112,113,0
23,0,5,0.2,0,1,0.4,0,1,0.34,0.38,0.25,5,1.9,0,25.3,19.5,57,110,0
23,0,3,0,0,0,0,0.3,0.75,0,0,0,0,0,0,0,5.1,98,115,0
24,4,31,0.2,0.3,1.6,0.54,0.26,0.97,0.51,0.53,0.17,6.8,0.7,1.5,9.3,17.8,100,114,0
20,0,9,0.6,0.1,1,0.54,0.4,0.7,0.53,0.16,0.32,9.4,2.6,1,7.8,18.1,117,112,0
23,10,67.66666667,1,0.6,3.3,0.54,0.41,0.81,0.56,0.38,0.26,13.1,2.3,2.1,16,21.1,110,107,0
21,8.333333333,74.33333333,1,0.4,2.9,0.52,0.34,0.82,0.53,0.47,0.3,6.4,1.8,1.4,12.8,19.4,106,110,0
25.14285714,67.28571429,73.14285714,2,0.5,1.9,0.49,0.4,0.87,0.57,0.53,0.31,31.2,2.9,1.5,12.4,31.5,115,114,1
22,17,43.33333333,0.9,0.1,1.4,0.51,0.4,0.89,0.56,0.48,0.09,44.3,2.6,0.4,26.6,16.3,104,113,0
24,62,62,0.8,0.2,2.3,0.51,0.36,0.84,0.55,0.43,0.11,18.7,1.4,0.6,10.2,23.7,106,113,0
23,65.33333333,68.66666667,1,1,2.9,0.59,0.3,0.67,0.62,0,0.53,7.5,1.8,3.6,12.4,21.3,123,106,0
24.5,23.5,40.5,1,0.6,2.3,0.51,0.33,0.68,0.49,0.67,0.17,9.5,1.9,2.2,12,12.3,105,112,0
24,8.333333333,67.66666667,0.7,0.4,1.7,0.48,0.36,0.61,0.52,0.4,0.38,15.7,3.2,2.1,16.8,25.7,94,108,0
21,66.33333333,79.33333333,1.4,0.2,2.2,0.49,0.35,0.81,0.52,0.46,0.24,7.8,2.4,0.6,9,19.5,107,111,0
25.09090909,70.63636364,70.63636364,1.4,1.8,2.1,0.61,0.42,0.91,0.65,0.35,0.52,26.7,1.9,4,14,33,125,110,1
34.33333333,69.33333333,69.33333333,1.3,0.9,2.5,0.53,0.2,0.86,0.58,0.02,0.29,15.7,2.3,2.4,11.1,24.5,112,101,1
23,0,7,0,0,0.1,0.33,0,0.75,0.09,0.73,0,6.7,0,0,0,25.5,26,115,0
20.5,53.5,65.5,0.9,0.5,2.5,0.46,0.39,0.83,0.54,0.55,0.11,17.5,1.5,1.3,13.8,17.1,107,116,0
23,0,32,0.3,0.2,0.8,0.4,0.3,0.6,0.42,0,0.14,4.8,1.4,1.2,6.6,16.2,99,110,0
19.5,30.5,70,0.6,0.4,2.3,0.39,0.34,0.72,0.48,0.5,0.25,7.4,1,2.3,10.1,22.3,97,116,0
24.28571429,59.85714286,65.28571429,0.9,0.5,2.8,0.5,0.42,0.88,0.61,0.45,0.49,21.4,1.4,1.2,13.2,28.8,123,109,0
22,0,17,0.1,0,0.2,0.26,0.2,0.75,0.27,0.18,0,6.1,1,0,9.7,27.1,57,112,0
19,3,50,0.9,0.3,2.7,0.51,0.34,0.72,0.54,0.38,0.24,13.9,1.9,1,16.7,20.5,99,115,0
22,10,64.66666667,0.3,1.3,2.7,0.53,0.3,0.71,0.55,0,0.21,6.1,1.4,5,20.7,23.5,105,110,0
20,2.666666667,41.33333333,0.5,0.8,1.6,0.6,0.5,0.75,0.64,0.29,0.4,8.5,1.8,4.9,12.5,16.5,125,106,0
26,8.333333333,44,0.4,0.6,1.8,0.61,0.3,0.7,0.64,0.01,0.58,8.5,1.4,3.8,13.7,14.1,134,110,0
24.2,50.2,64,1.5,0.2,3,0.55,0.42,0.91,0.62,0.41,0.23,21,2.6,0.7,12.1,26.2,119,113,1
22.5,0,17,0.4,0.2,1.1,0.35,0.36,0.64,0.45,0.82,0.24,6.7,2.4,2.2,13.8,17.2,91,116,0
24,0,41,0.4,0.1,1.1,0.45,0.28,0.72,0.48,0.45,0.26,9.8,2.1,0.6,13.2,16.1,96,110,0
24.5,72.25,76.875,1.1,0.8,2.9,0.53,0.44,0.88,0.6,0.47,0.2,14.6,1.7,1.8,12,27.6,112,112,1
34,56.85714286,56.85714286,1.5,0.3,2.6,0.51,0.33,0.86,0.57,0.42,0.39,34.6,2.1,0.6,29.2,35.7,112,113,1
20.5,6,16.5,0.6,0.2,1.9,0.5,0.3,1,0.53,0.21,0.13,16.5,1.4,0.7,18,17,105,125,0
20.5,1,43,0.2,0.5,1.2,0.47,0.3,0.6,0.49,0.01,0.32,5.1,1.1,4.4,21.9,19.9,95,108,0
21.5,0,2.5,1,0,0,0.5,0.3,0.75,0.53,0,1.33,22.4,8.8,0,17.4,22.5,226,110,0
24.5,3.5,34.5,0.7,0.3,1.7,0.42,0.31,0.72,0.46,0.54,0.21,15.8,2.2,1.4,22.5,14.2,92,109,0
23,31.33333333,58.66666667,2,0.5,3.6,0.46,0.35,0.8,0.49,0.23,0.19,33.3,3.3,2.3,20.8,24.7,99,112,0
24,0,10,0.3,0,0.3,0.18,0,0.63,0.26,0.21,0.57,2.8,3,0,10.2,17,57,104,0
21.25,58.25,58.5,0.8,2.4,3.7,0.49,0.4,0.84,0.55,0.32,0.31,7.9,1.3,6.4,10.9,31,108,109,1
22,12,45,1,0.2,2.3,0.47,0.31,0.83,0.49,0.33,0.13,19.4,2.1,0.9,17.1,17.2,96,115,0
22,11,61,0.8,0.4,1.2,0.49,0.38,0.79,0.53,0.19,0.28,13.7,2.5,2.1,15.1,14.4,109,101,0
26,2,32,0.5,0.3,1.4,0.42,0.24,0.53,0.43,0.17,0.4,16.4,1.8,1.7,17.1,13.3,98,108,0
22,0,2,0,0,0,1,0,0.75,0.5,0.5,0,0,0,0,0,21.8,98,120,0
33,75,75,0.7,0.6,1.9,0.47,0.49,0.9,0.7,0.75,0.2,12.1,1.1,1.5,14.1,14.4,122,106,1
23,37.33333333,67,0.6,0.4,2.4,0.55,0.37,0.75,0.55,0.42,0.23,11.5,1,1.4,11.6,23.8,106,112,0
30.5,67,67,2.1,0.5,3.2,0.52,0.41,0.86,0.62,0.63,0.41,34.8,2.9,1.2,18.1,26.1,123,109,1
23,13.66666667,59,0.6,1.3,2.4,0.54,0.28,0.77,0.55,0.18,0.24,13.1,1.9,5.8,17.1,18.6,107,106,0
25,56,81.33333333,0.7,0.5,2.6,0.49,0.4,0.83,0.57,0.54,0.31,7.3,1.4,1.3,12.3,15.8,117,113,0
23.5,0,8.5,0.5,0.5,1.1,0.36,0.43,0.88,0.51,0.58,0.32,15.8,2.1,3.1,19.7,23.6,108,111,0
24,0,14,0.2,0.1,0.3,0,0.31,0.5,0.44,0.93,0.14,6.1,3.3,1.8,25.2,19.1,81,105,0
22,65,65,1.5,0.5,2.5,0.54,0.42,0.91,0.61,0.37,0.3,36.5,2.3,1.4,16.1,31,118,112,1
23,5,49,0.1,0.4,1.6,0.55,0,0.42,0.53,0.01,0.6,5.3,0.8,3.7,16.7,15.8,100,105,0
29.28571429,71.28571429,71.28571429,0.9,1.3,2.8,0.53,0.35,0.86,0.58,0.07,0.31,13.2,1.3,3.4,9.5,30.2,118,110,1
24.5,0,20,0.3,0.1,1.3,0.52,0.25,0.73,0.47,0.61,0.28,21.1,1.2,0.4,20.4,22.2,89,108,0
21,24.33333333,44,1,0.2,2.1,0.52,0.33,0.79,0.53,0.31,0.36,28.3,2.5,0.9,26.2,23.5,106,106,0
24,6.333333333,35.33333333,0.2,0.2,1.9,0.5,0.3,0.84,0.57,0.01,0.56,9.7,0.9,0.9,15.7,13.8,121,116,0
23,55,66.33333333,1.2,0.3,1.5,0.56,0.39,0.77,0.6,0.36,0.27,14.5,2.1,0.7,15.1,16,115,110,0
21.5,27,63,0.5,0.2,2.8,0.49,0.42,0.91,0.6,0.76,0.18,9,1,0.6,8.7,15,120,115,0
24,16.66666667,67,1.2,0.3,2.9,0.42,0.39,0.81,0.51,0.57,0.19,17.6,1.9,0.8,10.1,19.2,105,111,0
25.5,0.5,11,0.5,0,1.1,0.5,0.33,0.75,0.39,0.45,0.05,33.9,1.4,0,29.6,16.8,87,117,0
24,18.66666667,64,1.3,0.6,2.6,0.59,0.28,0.74,0.61,0.1,0.33,9.7,3,2.2,12.4,15.9,125,109,0
28.5,0,9.5,0.8,0.4,1.5,0.47,0.46,0.75,0.56,0.46,0.36,8.4,3.2,2.7,13.6,12.7,107,112,0
23,22.33333333,61,0.7,2.8,3.3,0.51,0.3,0.62,0.52,0.01,0.23,7.8,2.5,8.9,17.6,17.6,109,99,0
21,56.33333333,56.66666667,0.8,0.6,2.3,0.52,0.36,0.87,0.56,0.54,0.26,7.6,1.4,1.8,11,25.1,108,112,0
23,18,61.66666667,0.4,0.7,2.3,0.47,0.3,0.79,0.49,0.04,0.17,10.1,1.1,2.6,12,14.8,104,108,0
25,0,24,0.5,0.2,1,0.4,0.29,1,0.46,0.4,0.6,14.2,3.3,1.3,17.2,19.5,102,112,0
30,71.45454545,71.45454545,1.9,1,2.1,0.62,0.41,0.77,0.65,0.32,0.51,49.7,2.6,2,16.1,33.5,125,109,1
26,0,17.33333333,0.9,0.2,1.6,0.47,0.31,0.85,0.49,0.63,0.25,34.1,3.2,1.8,21.4,28.6,94,111,0
23,0,14,0.1,0.1,0.4,0.2,0,0.6,0.23,0.23,0.39,9.4,1.5,1.3,6.2,10.9,68,115,0
20.5,2,35,0.5,0.2,1.3,0.44,0.41,0.8,0.52,0.28,0.22,10.3,2.9,2.2,9.6,20.3,101,114,0
21,47.33333333,51.66666667,1.7,0.8,2.4,0.48,0.38,0.57,0.53,0.58,0.13,29.3,2.4,2,20.7,18.6,105,111,0
24,2.333333333,21,1,0.2,1.7,0.49,0.21,0.75,0.47,0.35,0.16,28,2.8,1.3,25.2,24.9,99,111,0
20,0,10,0.2,0,1,0.4,0.36,0,0.45,0.52,0.14,11.8,1.6,0,8.2,17.1,93,113,0
23.5,57,76,0.9,0.5,2.5,0.49,0.35,0.71,0.53,0.05,0.44,6.5,1.8,1.6,14.1,13.1,111,103,0
23,2.333333333,30.66666667,0.9,1.6,2.4,0.69,0.33,0.66,0.68,0.08,0.5,6.2,4.5,7.1,19.9,23.1,125,102,0
20,21,29,0.8,0.1,2.7,0.51,0.3,0.78,0.52,0.47,0.23,4.5,1.8,0.3,8,13,105,112,0
26.5,0.5,27.5,0.2,0.3,0.7,0.51,0.45,1,0.59,0.45,0.1,7.6,1.3,2.6,9.8,20.7,107,112,0
23,0,7,0,0,0.1,0.4,0.3,0.75,0.53,0.47,0.21,3.5,0,0,66.7,25.7,63,114,0
29,82,82,0.8,0.3,3,0.52,0.2,0.78,0.55,0.01,0.25,11.1,1.2,0.7,11.9,22.7,108,107,0
19.66666667,60,60,1.1,0.3,2.5,0.57,0.33,0.75,0.58,0.44,0.44,45.3,1.6,0.9,15,37,116,109,1
20,0,1,0,0,0,0,0,0.75,0,0.5,0,28.9,0,0,0,14.5,43,118,0
22,1.333333333,42,0.3,0.1,1.3,0.43,0.43,0.85,0.56,0.76,0.16,6.9,1,1.2,12.9,22.8,103,109,0
23.5,0.5,35,0.3,0.3,1.6,0.45,0.24,0.75,0.44,0.32,0.19,7.6,1.4,2,6.9,16.8,101,109,0
22,14.66666667,54.66666667,0.6,0.2,2.3,0.49,0.42,0.89,0.59,0.54,0.22,19.2,1.5,0.8,12.2,19.8,117,117,0
23,11,34,0.6,0.9,1.5,0.65,0.36,0.83,0.54,0.68,0.16,11.6,1.7,4.5,8.5,19,112,111,0
25,0,16,0,0,0.3,0.38,0.2,0.75,0.37,0.19,0,8.4,0,0,0,19.9,86,112,0
26.5,64.5,64.5,1.1,0.7,1.5,0.46,0.37,0.82,0.51,0.29,0.26,13.2,1.5,1.2,10.6,21.5,105,105,1
21.5,0.5,14.5,1,0,2,0.5,0.3,0.9,0.5,0.35,0.22,31.7,11.1,0,13.5,25.4,134,110,0
22,1.333333333,23.33333333,0.4,0,1,0.5,0.32,0.8,0.52,0.86,0.28,8.7,1.6,0.5,20.4,19.3,102,114,0
25,37.33333333,62.33333333,1.1,0.3,2.7,0.54,0.43,0.93,0.61,0.33,0.2,24.3,2.2,0.8,14.1,20.7,121,113,0
27.5,2.5,63.5,0.6,0.1,1.5,0.43,0.37,0.8,0.53,0.44,0.32,23.4,1.7,0.5,18.1,18.3,104,113,0
22.33333333,4,12,0.8,0.4,1.9,0.43,0.33,0.82,0.47,0.32,0.29,19.8,2.1,1.6,20.4,21.8,100,115,0
25,1.666666667,16.66666667,0.2,0.1,0.7,0.71,0.48,1,0.64,0.81,0.25,8.3,1.5,1.5,14.4,18.5,122,112,0
24,0,7.666666667,0.3,0.4,0.7,0.5,0.3,0.63,0.56,0.25,0.8,10.3,3.4,4.8,34.8,18.7,109,107,0
21,6.333333333,55,0.7,0.1,1.4,0.56,0.4,0.85,0.6,0.55,0.19,10.2,2.1,1,11.1,22,117,114,0
22,0,47,0.1,0.2,0.6,0.59,0.18,0.57,0.56,0.15,0.4,7.5,0.7,2,11,14.5,111,106,0
20,0.333333333,63.66666667,0.5,0.3,1.5,0.54,0.34,0.88,0.53,0.57,0.21,16.9,1.4,1.3,12.6,24.9,102,115,0
22,0,1,0,0,0,0,0,1,0.35,0.5,1,0,0,0,25.8,41.5,58,123,0
25,0,4,0.3,0,1.3,0.57,0.3,0,0.54,0,0.14,0,2.4,0,0,16.1,122,103,0
22.33333333,6.666666667,29.66666667,0.6,0.2,1.2,0.42,0.37,0.83,0.49,0.32,0.39,14.8,1.7,1,16,20.4,97,112,0
33,79,80,1.5,0.4,2,0.5,0.35,0.87,0.58,0.43,0.4,26.4,2.6,0.8,12.7,26,116,105,0
24,16.33333333,54.66666667,0.9,0.3,2.1,0.5,0.52,0.76,0.55,0.23,0.35,14.6,2.2,1.3,15.5,23.4,102,111,0
28,74,74,1,1.9,3.7,0.58,0.43,0.84,0.62,0.23,0.58,24.8,1.5,4.3,15.1,26.4,121,108,1
32.5,0.5,38,0.5,0.1,1.4,0.48,0.26,0.93,0.49,0.28,0.25,33.9,2.1,0.7,24.8,17,95,114,0
25,0,81,0.2,0.9,1.7,0.54,0,0.68,0.56,0.01,0.33,2.4,0.8,4.8,15,13,113,99,0
23,1,66,0.6,0.1,1.2,0.43,0.38,0.84,0.54,0.42,0.32,11.8,1.9,0.3,12.2,20.1,106,114,0
24,0,4,0,0.3,0.3,0.67,0.3,0.75,0.67,0,0,0,0,4.5,25,10.2,90,111,0
22,0,11,0,0.1,0.8,0.46,0.5,0.8,0.65,0.61,0.15,2.2,0,1.3,7.9,24.4,123,116,0
22.5,0,23.5,0.2,0,1,0.52,0.5,0.9,0.61,0.31,1.43,8.3,1.3,0,14.9,12.3,121,116,0
24,0,18,0.1,0.1,0.8,0.47,0.32,0.6,0.49,0.65,0.12,0,0.5,1.3,11.7,20.9,90,113,0
23,8,58.66666667,0.9,0.3,2.1,0.48,0.38,0.76,0.55,0.44,0.24,7.6,2,1.2,11.8,22.2,109,109,0
24,0,5,0,0,0,0.33,0.25,1,0.4,0.57,0.14,16.1,0,0,0,23,96,114,0
21,24,69,1.6,0.4,3,0.43,0.34,0.81,0.49,0.57,0.33,22,2.7,1.2,15.6,18.8,102,108,0
23,30.33333333,65.66666667,1.4,0.2,2.2,0.5,0.37,0.87,0.55,0.39,0.23,13.2,2,0.5,9.5,25.3,111,112,0
24,0,2,0,0,0,0,0.33,0.75,0.3,0.6,0,13.4,0,0,16.7,25.9,61,110,0
23.5,25,71.5,1.2,0.2,2.4,0.49,0.36,0.87,0.54,0.6,0.24,21,2.7,0.5,19.7,16.3,103,105,0
21,13.66666667,73,1.1,0.4,1.8,0.52,0.35,0.91,0.54,0.46,0.17,11.2,2.4,1.5,18,19.9,103,111,0
25,1,39,0.2,0,0.6,0.6,0,0.6,0.59,0.05,0.48,8.8,3,0,21.6,10.5,110,104,0
24.33333333,11.66666667,37.66666667,0.7,0.3,1.5,0.5,0.31,0.83,0.5,0.71,0.29,13.9,2.1,1.2,22.2,18.9,99,111,0
20,24.66666667,32.33333333,1.3,0.3,2.7,0.52,0.29,0.72,0.52,0.18,0.24,31.3,2.3,1.3,15.1,23.1,105,111,0
23,13,75.33333333,0.9,0.8,2.9,0.51,0.35,0.79,0.56,0.28,0.39,10.9,2.2,2.6,12.9,23.2,111,106,0
24,0,42,0.3,0.2,0.8,0.49,0.31,0.92,0.52,0.53,0.16,12.4,1.2,1.5,17.9,17.6,97,113,0
21,0,1,1,0,1,0.5,0.3,0.75,0.53,0,0,0,16.2,0,0,0,105,69,0
20,42,65.66666667,0.8,1,3.2,0.52,0.32,0.71,0.53,0.4,0.33,8.1,1.8,3.7,16.4,20.6,102,113,0
21,1,30.33333333,1.3,0.1,1.7,0.43,0.28,0.74,0.41,0.25,0.31,25.6,2.7,1.3,22.6,18.2,83,112,0
22.5,1,63,0.5,0.5,2.5,0.5,0.25,0.75,0.53,0.01,0.33,7,1.5,2.6,11,25.1,107,109,0
24.5,0.5,14.5,0.2,0.2,1.3,0.53,0.3,0.75,0.7,0,5.33,8.1,1.2,1.9,23.8,12.8,129,111,0
19.5,5,37.5,0.5,1,3.3,0.53,0.31,0.81,0.56,0.14,0.37,5.9,1,3.4,10.7,25.9,111,110,0
24,49.66666667,78,0.8,1,3.1,0.67,0,0.64,0.67,0.01,0.65,16.2,2,3.6,18.8,19.2,121,104,0
22,13,57,1.4,0.7,2.1,0.5,0.35,0.61,0.53,0.61,0.18,8.3,3.5,3.1,15.1,11.6,103,105,0
24,0,4,0.5,0.5,1.8,0.5,0.3,0.75,0.5,0,0,8.3,3.2,5.2,20,7,101,96,0
22,0,4,0.5,0.3,0.3,0.5,0,0.75,0.25,0.5,0,6.7,5.1,4.5,0,9,69,104,0
25,0,33,0.2,0,0.9,0.53,0.47,0.7,0.65,0.68,0.09,7.9,1.2,0,9.4,17,119,108,0
24,0,3,0,0,0.3,1,0.2,0.75,0.42,0.83,0,0,0,0,14.3,28.6,70,113,0
24,10.33333333,71.66666667,0.6,0.1,2.3,0.46,0.41,0.86,0.53,0.54,0.16,26.2,1.3,0.4,17.7,15.9,111,111,0
20,34.66666667,67,1.2,0.8,1.9,0.52,0.38,0.59,0.54,0.35,0.3,6.4,2.6,2.4,13.6,15.9,102,107,0
24,4,32,0.5,0.3,0.9,0.48,0.14,0.73,0.5,0.08,0.3,3.5,2.3,2,11,14.3,104,110,0
23,0,2,0,0,0.5,1,0,1,0.73,0.33,0.33,0,0,0,0,24.4,153,119,0
27,25,69.66666667,0.5,1.2,2.3,0.61,0.37,0.86,0.6,0.61,0.19,6.8,1.2,4.4,11.4,13.9,123,111,0
22.5,0,12.5,0.3,0.1,0.6,0.47,0.57,0.5,0.48,0.41,0.24,3.3,3.8,3.5,13.8,23.5,86,113,0
21,5.333333333,54.66666667,0.2,0.6,2.4,0.59,0.43,0.94,0.63,0.46,0.32,7.3,1,2.4,13.4,15.8,117,110,0
22,0,12,0.2,0.2,0.8,0.42,0.45,1,0.61,0.63,0.16,4.9,1.5,2.7,5.5,23.5,119,106,0
21.5,75.5,75.5,1,0.7,3,0.47,0.37,0.8,0.51,0.13,0.23,12.3,1.8,1.7,12.4,28.3,101,112,0
23,56.66666667,63.33333333,1.9,0.8,3,0.47,0.27,0.7,0.5,0.2,0.35,37.3,2.6,2.1,19.6,26.7,96,108,0
25,0,8,0.3,0,1.6,0.67,0.25,0.67,0.51,0.73,0.55,1.9,1.4,0,12.8,9.8,99,115,0
24,0,9,0,0,0.2,0.17,0,1,0.18,0.4,0.2,7.9,0,0,0,15,64,114,0
20,63.66666667,65,0.7,0.9,2.3,0.48,0.3,0.75,0.52,0.03,0.52,10.1,1.5,2.8,12.7,18.4,106,110,0
21,1,48,0.4,0.4,1.6,0.54,0.42,0.77,0.59,0.36,0.15,8,1.5,2.6,10.3,22,114,107,0
29,13,36,0.4,0.1,1.3,0.64,0.31,0.88,0.61,0.37,0.17,6.4,1.3,0.5,9.7,11.5,121,108,0
25,7,26,0.2,0.8,1.2,0.42,0.3,0.5,0.44,0,0.2,2.9,0.8,6.1,9.8,13.1,92,105,0
22.5,40,73.5,1.6,0.6,2.5,0.62,0.35,0.85,0.62,0.56,0.26,9.8,2.5,1.9,12.5,12.4,119,115,0
22,80,80,1.4,0.2,2.2,0.46,0.39,0.74,0.53,0.26,0.23,24.8,2.2,0.4,15.7,18.4,108,112,0
26.5,0,8.5,0.4,0.3,1.1,0.5,0.3,0.64,0.52,0.03,0.67,10.2,2.7,4.3,20.5,24.2,107,108,0
27,10,36,0.8,0.2,1.3,0.44,0.27,0.76,0.47,0.31,0.26,29.4,2,0.8,12,25.1,99,113,0
23,2.666666667,40,0.4,0.5,1.5,0.57,0.41,1,0.61,0.26,0.26,9.1,1.6,3.8,13.8,19.3,120,106,0
25,2.333333333,62.66666667,0.4,0.1,1.5,0.56,0.34,0.79,0.56,0.42,0.38,10.9,1.1,0.4,10.9,23.7,108,108,0
22,0,2,0,0,1,0.25,0.3,0.75,0.25,0,0,5.4,0,0,20,9,73,116,0
20.5,44.5,72.5,0.7,0.7,2,0.55,0.33,0.81,0.55,0.4,0.17,9.4,1.6,2.5,10.5,20,111,114,0
25,35.66666667,55.66666667,0.6,1.1,2.3,0.54,0.3,0.75,0.54,0,0.24,5.7,1.7,4.3,15.7,21.4,107,104,0
30.5,18,30,0.5,0.1,2.3,0.54,0.38,0.85,0.56,0.68,0.18,28.8,1,0.5,32.8,18.2,107,115,0
24,0,10,0.6,0.2,1.3,0.38,0.17,0.5,0.34,0.49,0.17,11.7,2.3,1.2,3.8,18.2,81,109,0
27.5,2.5,34.5,0.4,0.2,1.2,0.52,0.32,0.81,0.53,0.46,0.18,10.3,1.4,0.9,11.3,43.7,107,120,0
26.5,1,26.5,0.2,0.3,1.8,0.54,0.3,1,0.6,0,0.44,8.3,2.2,2.3,18.4,20.9,117,113,0
28,3.666666667,55,0.4,0.4,2,0.48,0.39,0.82,0.56,0.66,0.14,8.1,1.4,1.4,13.5,20.5,108,109,0
26,0,5,0.4,0,0.6,0.57,0,0.71,0.55,0.13,0.44,18.6,2,0,5,17.6,129,111,0
22.5,1,26,0.5,0.5,2.3,0.58,0,0.63,0.55,0.17,0.44,6,1.7,2.6,20.3,20.4,107,106,0
20.5,13,63.5,0.9,2.4,3.3,0.74,0.3,0.6,0.73,0,0.46,4.2,1.8,10,9.1,13.3,144,107,0
22,0,5,0,0,0,0,0,0.75,0,0.5,0,0,0,0,33.3,12,0,113,0
20.5,0.5,53.5,0.4,1.4,2.2,0.56,0.36,0.67,0.55,0.37,0.26,7.4,1.2,8.9,13.7,17.8,111,103,0
23,4.666666667,50,1,0.2,1.2,0.8,0.41,1,0.73,0.32,0.33,41.2,5.9,1.1,12.7,17.2,151,112,0
23,6,57.66666667,0.5,0.7,2.2,0.66,0.14,0.63,0.66,0.02,0.51,10.1,1.4,3.4,13.4,23.8,129,110,0
21.5,5,40,0.6,0.5,3.6,0.67,0.34,0.82,0.67,0.45,0.36,10.1,1.5,2.4,17.2,21.7,119,114,0
26,0,4,1.8,0,1.5,0.36,0.33,0.33,0.38,0.18,0.18,4.4,5.4,0,5.2,12.9,85,101,0
20,0,9,0.1,0.1,0.8,0.4,0.3,0.38,0.41,0,0.8,4.1,1.4,2.6,18.2,21.2,81,107,0
27.5,0,12.5,0.2,0.1,0.7,0.41,0.1,0.53,0.39,0.33,0.67,45.1,1.6,1.4,34,23.7,79,113,0
25,3,7,0.3,0.1,2.9,0.67,0.31,0.75,0.53,0.78,0.18,5.8,0.5,0.4,6.5,16.2,104,118,0
23,3,5,0.4,0.2,1.6,0.23,0.36,0.75,0.38,0.46,0,11.6,1.1,0.8,17.2,13.7,76,113,0
25,0,20,1.6,0.3,1.4,0.43,0.33,0.6,0.47,0.53,0.09,8.9,4.1,1.5,14.4,15.7,91,107,0
20,57.66666667,68.66666667,0.9,2.1,3.2,0.54,0.36,0.81,0.59,0.25,0.35,7,1.5,5.9,11.6,20.9,115,106,0
25.5,4.5,59.5,0.6,0.1,1.2,0.47,0.38,0.89,0.53,0.35,0.23,21.6,2.3,0.9,23.7,18.6,103,103,0
19,5,48,0.3,0.3,1.5,0.55,0.24,0.64,0.51,0.39,0.29,5.1,1.1,2.1,8.1,13.7,108,115,0
23.66666667,10.33333333,28,0.6,0.3,1.2,0.47,0.3,0.75,0.49,0.16,0.23,23.3,1.7,0.9,17.9,16.8,105,114,0
23,2,39,0.3,0.2,1.5,0.45,0,0.68,0.49,0.01,0.34,8.7,1.2,1.6,17.5,16.3,100,112,0
25,0,6,0.3,0.3,0.7,0.8,1,1,1.5,1,0.1,23.3,1.1,2,27.7,45,300,113,0
20,11,30,0.6,0.7,2.8,0.47,0.33,0.7,0.51,0.4,0.22,11.2,1.8,3.7,7.6,24,105,110,0
28,7.333333333,64,0.7,0.4,2.6,0.56,0.42,0.8,0.59,0.53,0.23,11.4,1.8,1.6,15.3,16.4,114,111,0
22,0,24,0,0,0.5,0.24,0.17,0.88,0.31,0.46,0.21,12.1,0,0.5,23.4,17.2,65,109,0
21,50.66666667,64.33333333,1.8,1.9,2.9,0.6,0.5,0.69,0.62,0,0.39,10.5,3.1,5,18.7,18.8,119,103,0
24.5,3.5,64.5,1.1,0.1,1.7,0.49,0.31,0.61,0.51,0.2,0.23,26.6,3.9,0.6,22.8,17.9,97,104,0
22,0,28,0.3,0.1,1.2,0.39,0.24,0.68,0.43,0.28,0.33,6.3,1.3,0.9,18.1,17.4,84,106,0
24,23,74,0.4,0.1,2,0.42,0.41,0.8,0.52,0.31,0.23,5.7,1,0.4,8.3,21.4,104,113,0
21,0,41,0.3,0.2,1.1,0.34,0.34,0.61,0.44,0.52,0.12,20.3,1,1.2,14.3,22.8,91,113,0
21.5,46,58.5,0.9,0.7,2.4,0.63,0.41,0.84,0.65,0.49,0.2,8.1,1.5,2.2,8.6,17.8,127,108,0
20,0,15,0.1,0.5,0.9,0.63,0.14,0.52,0.58,0.15,0.44,12.6,0.3,3.5,13.6,14.8,118,110,0
23.5,1,29,0.3,0.1,0.8,0.5,0.31,0.77,0.5,1,0.16,13.9,1.7,1.4,14.7,16,101,111,0
27,3,18,0.2,0.1,1.1,0.5,0.37,1,0.58,0.57,0.19,23,1.2,0.5,27.2,18.2,99,108,0
29,6,52,0.6,0.4,2,0.59,0.36,0.73,0.58,0.65,0.22,10.2,1.6,1.8,12.1,15.9,114,112,0
23,0,9,0.2,0.3,0.9,0.41,0.25,0.33,0.39,0.49,0.09,6.7,0.8,2.3,5.5,13.3,82,112,0
25,0,9,0.1,0.1,0.2,0.2,0,1,0.25,0.29,0.29,22.3,1.7,3,20.2,15.5,80,108,0
22,21,75.33333333,0.6,0.4,1.8,0.47,0.37,0.86,0.54,0.6,0.24,12.9,1.2,1.2,15.5,16.7,100,113,0
22,66.4,74.6,1.4,0.8,3.1,0.63,0.4,0.85,0.64,0.28,0.32,37,2.3,2.3,15.7,27.4,126,109,1
24,18.66666667,72.66666667,0.9,0.8,2.3,0.52,0.39,0.81,0.56,0.6,0.46,9.7,1.8,2.6,12.9,22.8,111,105,0
26,36,58,0.7,0.8,2.8,0.56,0.3,0.76,0.61,0,0.44,4.9,1.2,3,22.5,22.5,117,111,0
